machine_id,units_rejected,production_time_hours,target_quantity,total_defects,defect_type_count,quality_defect_rate_percent,total_downtime_hours,downtime_event_count,average_downtime_hours,available_hours,operating_hours,utilization_percent,sensor_value_mean,sensor_value_min,sensor_value_max,sensor_value_std,sensor_reading_count,maintenance_event_count,total_maintenance_downtime,average_maintenance_downtime,total_maintenance_cost,completed_maintenance_count,production_day,production_month,production_day_of_week,is_weekend,shift_encoded,previous_units_produced,previous_rejection_rate,rolling_3_production_avg,rolling_3_rejection_avg
3,27,8.0,798,9,1,1.02,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,1,8,5,1,0,775.0,3.12,803.0,3.79
4,65,8.0,979,11,1,1.05,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,23,7,3,0,0,1034.0,4.08,1006.0,4.6
5,44,8.0,924,7,1,0.68,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,30,7,3,0,0,903.0,5.64,926.0,4.13
4,72,8.0,1004,14,1,1.3,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,11,8,1,0,1,1025.0,6.14,997.0,4.95
3,31,8.0,799,11,1,1.43,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,7,8,4,0,2,776.0,4.2,772.0,3.62
3,42,8.0,803,12,1,1.47,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,29,7,2,0,0,820.0,6.18,820.0,6.5
3,14,8.0,779,4,1,0.58,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,30,7,3,0,2,830.0,1.54,818.0,2.81
4,73,8.0,1012,11,1,1.01,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,28,7,1,0,1,1134.0,5.18,1019.0,6.04
5,14,8.0,967,2,1,0.22,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,6,8,3,0,0,919.0,4.37,916.67,3.92
3,29,8.0,808,10,1,1.11,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,12,8,2,0,2,816.0,2.63,773.0,3.2
5,23,8.0,977,5,1,0.5,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,15,8,5,1,1,915.0,5.28,941.33,4.51
5,22,8.0,963,6,1,0.63,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,6,8,3,0,1,898.0,1.54,892.0,3.24
4,17,8.0,974,5,1,0.51,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,31,7,4,0,0,922.0,1.28,968.67,3.39
4,67,8.0,977,17,1,1.65,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,15,8,5,1,2,970.0,5.64,982.33,4.29
3,11,8.0,806,2,1,0.26,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,18,8,1,0,2,845.0,1.63,819.67,3.8
3,62,8.0,822,19,1,2.16,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,27,7,0,0,0,761.0,3.06,817.67,3.59
2,56,8.0,898,21,1,2.13,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,12,8,2,0,2,860.0,1.94,905.33,4.94
1,17,8.0,1000,6,1,0.63,7.0600000000000005,4,1.76,720.0,712.94,99.02,36.48,1.31,76.56,33.65,180,2,6.74,3.37,12156.97,1,3,8,0,0,1,949.0,1.35,960.67,2.15
3,58,8.0,828,23,1,2.68,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,1,8,5,1,1,852.0,3.07,812.67,2.55
3,55,8.0,773,19,1,2.13,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,23,7,3,0,1,779.0,6.14,782.0,4.73
4,61,8.0,980,19,1,1.93,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,2,8,6,1,0,1063.0,3.19,994.67,3.59
3,13,8.0,794,3,1,0.39,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,15,8,5,1,1,828.0,1.08,844.0,2.79
2,46,8.0,883,14,1,1.59,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,25,7,5,1,0,897.0,2.61,907.67,5.11
1,68,8.0,1031,13,1,1.35,7.0600000000000005,4,1.76,720.0,712.94,99.02,36.48,1.31,76.56,33.65,180,2,6.74,3.37,12156.97,1,6,8,3,0,2,1015.0,6.54,982.33,5.01
1,48,8.0,1012,9,1,0.91,7.0600000000000005,4,1.76,720.0,712.94,99.02,36.48,1.31,76.56,33.65,180,2,6.74,3.37,12156.97,1,20,7,0,0,1,969.0,5.74,969.0,5.74
5,18,8.0,937,5,1,0.53,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,13,8,3,0,2,878.0,3.94,905.0,5.54
1,18,8.0,1008,3,1,0.3,7.0600000000000005,4,1.76,720.0,712.94,99.02,36.48,1.31,76.56,33.65,180,2,6.74,3.37,12156.97,1,5,8,2,0,1,931.0,3.92,973.0,4.39
1,49,8.0,1015,10,1,1.06,7.0600000000000005,4,1.76,720.0,712.94,99.02,36.48,1.31,76.56,33.65,180,2,6.74,3.37,12156.97,1,15,8,5,1,2,867.0,2.14,937.67,2.49
3,60,8.0,800,9,1,1.02,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,28,7,1,0,1,820.0,6.5,813.0,4.82
1,72,8.0,1036,13,1,1.27,7.0600000000000005,4,1.76,720.0,712.94,99.02,36.48,1.31,76.56,33.65,180,2,6.74,3.37,12156.97,1,31,7,4,0,1,968.0,5.19,996.0,4.88
3,66,8.0,773,21,1,2.25,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,16,8,6,1,2,716.0,2.85,773.0,3.9
5,59,8.0,939,20,1,1.99,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,22,7,2,0,0,972.0,4.52,933.33,3.39
2,11,8.0,907,3,1,0.31,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,20,7,0,0,1,890.0,6.51,890.0,6.51
4,38,8.0,1032,15,1,1.59,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,12,8,2,0,0,1070.0,6.06,1033.33,6.3
5,42,8.0,928,12,1,1.26,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,10,8,0,0,2,945.0,5.31,920.33,3.52
1,71,8.0,990,21,1,1.93,7.0600000000000005,4,1.76,720.0,712.94,99.02,36.48,1.31,76.56,33.65,180,2,6.74,3.37,12156.97,1,6,8,3,0,1,978.0,6.05,968.67,3.44
4,24,8.0,972,4,1,0.4,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,14,8,4,0,0,913.0,6.84,938.0,4.08
3,20,8.0,800,6,1,0.7,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,17,8,0,0,0,867.0,7.07,802.33,4.52
3,24,8.0,808,8,1,0.94,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,9,8,6,1,1,803.0,4.74,784.33,3.66
1,31,8.0,995,12,1,1.24,7.0600000000000005,4,1.76,720.0,712.94,99.02,36.48,1.31,76.56,33.65,180,2,6.74,3.37,12156.97,1,24,7,4,0,1,893.0,1.76,928.0,3.03
4,70,8.0,1041,23,1,2.34,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,4,8,1,0,0,949.0,6.78,1004.67,5.7
1,45,8.0,994,7,1,0.73,7.0600000000000005,4,1.76,720.0,712.94,99.02,36.48,1.31,76.56,33.65,180,2,6.74,3.37,12156.97,1,18,8,1,0,1,893.0,3.35,921.0,2.96
5,21,8.0,919,7,1,0.71,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,29,7,2,0,0,1022.0,2.85,947.0,2.93
4,16,8.0,1001,3,1,0.29,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,21,7,1,0,0,992.0,3.41,944.67,3.07
2,53,8.0,945,12,1,1.2,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,14,8,4,0,1,973.0,1.02,909.0,4.88
4,83,8.0,974,24,1,2.11,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,8,8,5,1,1,1017.0,3.33,1004.0,4.02
5,51,8.0,949,15,1,1.51,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,16,8,6,1,1,936.0,1.06,955.0,1.47
2,64,8.0,886,15,1,1.53,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,3,8,0,0,2,895.0,2.82,890.0,3.02
4,48,8.0,1036,15,1,1.47,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,1,8,5,1,0,1015.0,5.76,994.67,4.34
5,54,8.0,930,11,1,1.18,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,13,8,3,0,0,959.0,6.89,925.67,5.77
4,59,8.0,1012,20,1,1.88,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,5,8,2,0,1,1050.0,3.67,1019.67,4.62
3,61,8.0,806,12,1,1.41,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,10,8,0,0,0,773.0,3.13,802.0,3.56
1,13,8.0,1029,4,1,0.38,7.0600000000000005,4,1.76,720.0,712.94,99.02,36.48,1.31,76.56,33.65,180,2,6.74,3.37,12156.97,1,7,8,4,0,0,894.0,7.07,962.33,6.55
5,26,8.0,943,4,1,0.42,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,21,7,1,0,0,908.0,4.92,938.67,3.85
1,24,8.0,1010,3,1,0.31,7.0600000000000005,4,1.76,720.0,712.94,99.02,36.48,1.31,76.56,33.65,180,2,6.74,3.37,12156.97,1,5,8,2,0,2,974.0,1.81,976.67,3.98
2,64,8.0,891,24,1,2.58,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,17,8,0,0,0,837.0,4.99,885.67,3.71
3,51,8.0,794,17,1,2.05,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,23,7,3,0,0,780.0,2.99,777.67,4.84
5,27,8.0,935,4,1,0.43,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,17,8,0,0,2,900.0,4.86,903.67,3.04
3,42,8.0,770,14,1,1.69,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,22,7,2,0,1,766.0,6.47,773.0,6.54
2,11,8.0,902,2,1,0.21,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,15,8,5,1,1,868.0,3.66,900.67,3.51
1,16,8.0,992,4,1,0.43,7.0600000000000005,4,1.76,720.0,712.94,99.02,36.48,1.31,76.56,33.65,180,2,6.74,3.37,12156.97,1,8,8,5,1,1,893.0,3.15,922.0,5.29
1,38,8.0,993,13,1,1.34,7.0600000000000005,4,1.76,720.0,712.94,99.02,36.48,1.31,76.56,33.65,180,2,6.74,3.37,12156.97,1,5,8,2,0,0,1025.0,6.22,972.0,3.58
4,67,8.0,983,11,1,1.12,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,13,8,3,0,2,939.0,4.48,964.0,3.25
3,34,8.0,786,10,1,1.23,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,7,8,4,0,1,778.0,3.35,784.67,2.94
3,41,8.0,796,12,1,1.42,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,13,8,3,0,0,875.0,3.21,818.0,3.65
1,52,8.0,1020,8,1,0.79,7.0600000000000005,4,1.76,720.0,712.94,99.02,36.48,1.31,76.56,33.65,180,2,6.74,3.37,12156.97,1,27,7,0,0,0,922.0,2.02,951.0,4.91
4,54,8.0,988,16,1,1.43,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,3,8,0,0,1,999.0,5.49,957.67,6.19
2,17,8.0,884,4,1,0.46,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,12,8,2,0,1,889.0,6.12,918.67,5.12
4,31,8.0,1017,5,1,0.5,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,22,7,2,0,0,975.0,3.56,990.0,2.47
3,18,8.0,781,4,1,0.48,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,23,7,3,0,2,836.0,6.17,798.33,5.1
5,11,8.0,954,2,1,0.21,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,28,7,1,0,1,899.0,4.77,905.67,5.73
4,65,8.0,1027,20,1,1.98,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,27,7,0,0,2,977.0,6.51,990.33,6.12
5,31,8.0,918,11,1,1.2,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,6,8,3,0,2,925.0,2.32,914.0,2.74
4,44,8.0,1031,12,1,1.22,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,13,8,3,0,1,962.0,0.93,997.33,4.11
3,50,8.0,845,10,1,1.17,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,14,8,4,0,2,902.0,1.42,816.67,4.98
4,35,8.0,971,5,1,0.46,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,1,8,5,1,2,947.0,2.87,978.67,4.44
2,46,8.0,890,7,1,0.74,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,8,8,5,1,2,935.0,4.2,931.0,5.38
2,14,8.0,851,4,1,0.45,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,2,8,6,1,1,916.0,4.98,927.0,4.49
2,19,8.0,893,4,1,0.45,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,9,8,6,1,1,863.0,6.5,900.33,5.18
4,66,8.0,996,17,1,1.58,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,18,8,1,0,2,1050.0,3.85,985.33,3.52
2,34,8.0,931,7,1,0.76,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,23,7,3,0,0,937.0,1.47,934.0,4.55
5,25,8.0,937,4,1,0.4,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,24,7,4,0,0,940.0,4.37,932.33,3.03
1,31,8.0,1017,6,1,0.65,7.0600000000000005,4,1.76,720.0,712.94,99.02,36.48,1.31,76.56,33.65,180,2,6.74,3.37,12156.97,1,18,8,1,0,0,928.0,1.07,942.0,4.27
4,39,8.0,1004,12,1,1.15,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,9,8,6,1,0,924.0,1.6,999.0,4.07
3,12,8.0,795,2,1,0.24,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,31,7,4,0,1,823.0,6.8,774.33,3.46
2,10,8.0,871,1,1,0.1,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,30,7,3,0,1,941.0,2.59,923.0,2.88
5,14,8.0,947,3,1,0.34,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,18,8,1,0,2,954.0,3.34,922.0,3.92
1,19,8.0,996,3,1,0.32,7.0600000000000005,4,1.76,720.0,712.94,99.02,36.48,1.31,76.56,33.65,180,2,6.74,3.37,12156.97,1,26,7,6,1,2,961.0,6.06,952.67,5.84
3,24,8.0,805,5,1,0.62,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,22,7,2,0,2,787.0,5.07,786.67,5.83
1,64,8.0,977,16,1,1.61,7.0600000000000005,4,1.76,720.0,712.94,99.02,36.48,1.31,76.56,33.65,180,2,6.74,3.37,12156.97,1,12,8,2,0,2,991.0,1.69,929.67,4.1
2,20,8.0,909,4,1,0.43,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,25,7,5,1,1,837.0,5.21,881.33,4.99
4,27,8.0,1009,8,1,0.86,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,20,7,0,0,0,0.0,0.0,0.0,0.0
4,26,8.0,998,9,1,0.88,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,15,8,5,1,0,978.0,4.68,979.67,3.09
5,13,8.0,998,3,1,0.33,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,14,8,4,0,0,919.0,1.92,891.67,3.88
2,54,8.0,913,15,1,1.55,15.49,6,2.58,720.0,704.51,97.85,35.47,1.6,75.4,32.86,180,2,6.7,3.35,10489.34,2,24,7,4,0,0,867.0,6.97,890.67,5.51
