machine_id,target_quantity,production_day,production_month,production_day_of_week,is_weekend,shift_encoded,previous_units_produced,previous_rejection_rate,rolling_3_production_avg,rolling_3_rejection_avg
5,936,23,10,3,0,1,947.0,4.05,907.33,5.69
5,922,23,10,3,0,2,966.0,3.69,940.33,5.0
1,1009,24,10,4,0,0,968.0,4.91,949.33,3.96
1,1008,24,10,4,0,1,1032.0,4.36,966.33,4.65
1,993,24,10,4,0,2,942.0,1.26,980.67,3.51
2,862,24,10,4,0,0,867.0,4.62,878.33,4.77
2,895,24,10,4,0,1,874.0,2.02,870.33,4.36
2,906,24,10,4,0,2,868.0,3.12,869.67,3.25
3,816,24,10,4,0,0,807.0,4.5,789.33,5.56
3,835,24,10,4,0,1,864.0,6.59,824.33,5.58
3,822,24,10,4,0,2,788.0,7.29,819.67,6.13
4,1003,24,10,4,0,0,863.0,7.0,921.67,3.54
4,994,24,10,4,0,1,1015.0,4.52,938.33,4.54
4,985,24,10,4,0,2,976.0,4.22,951.33,5.25
5,977,24,10,4,0,0,954.0,1.34,955.67,3.03
5,953,24,10,4,0,1,899.0,3.44,939.67,2.82
5,962,24,10,4,0,2,934.0,2.91,929.0,2.56
1,988,25,10,5,1,0,1004.0,6.08,992.67,3.9
1,975,25,10,5,1,1,1024.0,6.14,990.0,4.49
1,991,25,10,5,1,2,993.0,3.59,1007.0,5.27
2,893,25,10,5,1,0,904.0,2.38,882.0,2.51
2,903,25,10,5,1,1,934.0,5.47,902.0,3.66
2,885,25,10,5,1,2,874.0,6.52,904.0,4.79
3,800,25,10,5,1,0,737.0,5.99,796.33,6.62
3,823,25,10,5,1,1,786.0,2.12,770.33,5.13
3,766,25,10,5,1,2,783.0,6.67,768.67,4.93
4,957,25,10,5,1,0,991.0,6.24,994.0,4.99
4,1024,25,10,5,1,1,996.0,4.96,987.67,5.14
4,970,25,10,5,1,2,980.0,7.2,989.0,6.13
5,942,25,10,5,1,0,872.0,6.14,901.67,4.16
5,962,25,10,5,1,1,887.0,6.63,897.67,5.23
5,948,25,10,5,1,2,947.0,3.76,902.0,5.51
1,998,26,10,6,1,0,952.0,2.06,989.67,3.93
1,1001,26,10,6,1,1,1053.0,6.73,999.33,4.13
1,1050,26,10,6,1,2,957.0,2.25,987.33,3.68
2,935,26,10,6,1,0,941.0,6.83,916.33,6.27
2,886,26,10,6,1,1,906.0,5.62,907.0,6.32
2,921,26,10,6,1,2,952.0,3.05,933.0,5.17
3,810,26,10,6,1,0,761.0,3.91,776.67,4.23
3,799,26,10,6,1,1,795.0,3.28,779.67,4.62
3,781,26,10,6,1,2,851.0,3.19,802.33,3.46
4,1009,26,10,6,1,0,1036.0,3.72,1004.0,5.29
4,993,26,10,6,1,1,1013.0,1.65,1009.67,4.19
4,992,26,10,6,1,2,1001.0,2.53,1016.67,2.63
5,934,26,10,6,1,0,977.0,5.6,937.0,5.33
5,969,26,10,6,1,1,893.0,5.8,939.0,5.05
5,934,26,10,6,1,2,978.0,3.26,949.33,4.89
1,984,27,10,0,0,0,935.0,6.5,981.67,5.16
1,1015,27,10,0,0,1,966.0,5.11,952.67,4.62
1,997,27,10,0,0,2,949.0,1.76,950.0,4.46
2,897,27,10,0,0,0,952.0,4.03,936.67,4.23
2,920,27,10,0,0,1,947.0,1.46,950.33,2.85
2,926,27,10,0,0,2,911.0,2.46,936.67,2.65
3,757,27,10,0,0,0,799.0,2.08,815.0,2.85
3,797,27,10,0,0,1,834.0,5.44,828.0,3.57
3,771,27,10,0,0,2,746.0,4.36,793.0,3.96
4,992,27,10,0,0,0,964.0,3.98,992.67,2.72
4,999,27,10,0,0,1,952.0,2.96,972.33,3.16
4,992,27,10,0,0,2,1000.0,6.54,972.0,4.49
5,929,27,10,0,0,0,990.0,6.43,953.67,5.16
5,928,27,10,0,0,1,955.0,2.65,974.33,4.11
5,964,27,10,0,0,2,974.0,6.79,973.0,5.29
1,1030,28,10,1,0,0,902.0,5.45,939.0,4.11
1,958,28,10,1,0,1,1025.0,3.94,958.67,3.72
1,993,28,10,1,0,2,994.0,4.51,973.67,4.63
2,914,28,10,1,0,0,889.0,6.32,915.67,3.41
2,899,28,10,1,0,1,878.0,5.79,892.67,4.86
2,877,28,10,1,0,2,896.0,6.86,887.67,6.32
3,790,28,10,1,0,0,759.0,1.17,779.67,3.66
3,806,28,10,1,0,1,782.0,6.79,762.33,4.11
3,793,28,10,1,0,2,829.0,1.07,790.0,3.01
4,999,28,10,1,0,0,987.0,5.91,979.67,5.14
4,999,28,10,1,0,1,942.0,6.36,976.33,6.27
4,989,28,10,1,0,2,1023.0,2.85,984.0,5.04
5,966,28,10,1,0,0,956.0,1.65,961.67,3.7
5,940,28,10,1,0,1,1003.0,2.62,977.67,3.69
5,929,28,10,1,0,2,929.0,2.93,962.67,2.4
1,1044,29,10,2,0,0,945.0,3.47,988.0,3.97
1,998,29,10,2,0,1,907.0,5.82,948.67,4.6
1,947,29,10,2,0,2,907.0,1.31,919.67,3.53
2,925,29,10,2,0,0,928.0,2.93,900.67,5.19
2,925,29,10,2,0,1,968.0,2.22,930.67,4.0
2,909,29,10,2,0,2,895.0,6.09,930.33,3.75
3,812,29,10,2,0,0,824.0,7.1,811.67,4.99
3,843,29,10,2,0,1,802.0,1.35,818.33,3.17
3,780,29,10,2,0,2,846.0,6.31,824.0,4.92
4,1002,29,10,2,0,0,994.0,1.58,986.33,3.6
4,1039,29,10,2,0,1,989.0,6.79,1002.0,3.74
4,1043,29,10,2,0,2,1019.0,6.6,1000.67,4.99
5,942,29,10,2,0,0,917.0,4.88,949.67,3.48
5,990,29,10,2,0,1,821.0,3.07,889.0,3.63
5,966,29,10,2,0,2,957.0,3.82,898.33,3.92
1,1029,30,10,3,0,0,988.0,6.7,934.0,4.61
1,1015,30,10,3,0,1,1004.0,3.92,966.33,3.98
1,1006,30,10,3,0,2,1014.0,4.88,1002.0,5.17
2,944,30,10,3,0,0,893.0,1.22,918.67,3.18
2,889,30,10,3,0,1,903.0,1.63,897.0,2.98
2,938,30,10,3,0,2,835.0,3.47,877.0,2.11
3,841,30,10,3,0,0,762.0,1.55,803.33,3.07
3,827,30,10,3,0,1,792.0,4.92,800.0,4.26
3,798,30,10,3,0,2,801.0,5.09,785.0,3.85
4,1004,30,10,3,0,0,1000.0,4.76,1002.67,6.05
4,974,30,10,3,0,1,950.0,4.04,989.67,5.13
4,990,30,10,3,0,2,927.0,1.28,959.0,3.36
5,962,30,10,3,0,0,950.0,6.68,909.33,4.52
5,921,30,10,3,0,1,902.0,3.11,936.33,4.54
5,944,30,10,3,0,2,873.0,5.01,908.33,4.93
1,1038,31,10,4,0,0,1002.0,5.56,1006.67,4.79
1,996,31,10,4,0,1,953.0,0.94,989.67,3.79
1,1020,31,10,4,0,2,891.0,1.0,948.67,2.5
2,911,31,10,4,0,0,986.0,7.07,908.0,4.06
2,893,31,10,4,0,1,869.0,4.71,896.67,5.08
2,896,31,10,4,0,2,824.0,6.89,893.0,6.22
3,803,31,10,4,0,0,867.0,1.37,820.0,3.79
3,758,31,10,4,0,1,808.0,1.7,825.33,2.72
3,818,31,10,4,0,2,769.0,3.27,814.67,2.11
4,997,31,10,4,0,0,962.0,7.23,946.33,4.18
4,1019,31,10,4,0,1,980.0,5.5,956.33,4.67
4,1007,31,10,4,0,2,951.0,3.74,964.33,5.49
5,946,31,10,4,0,0,926.0,2.83,900.33,3.65
5,953,31,10,4,0,1,940.0,4.95,913.0,4.26
5,954,31,10,4,0,2,950.0,3.06,938.67,3.61
1,1029,1,11,5,1,0,937.0,6.21,927.0,2.72
1,1001,1,11,5,1,1,955.0,1.34,927.67,2.85
1,1005,1,11,5,1,2,1014.0,1.74,968.67,3.1
2,874,1,11,5,1,0,904.0,3.62,865.67,5.07
2,899,1,11,5,1,1,813.0,1.81,847.0,4.11
2,929,1,11,5,1,2,871.0,3.76,862.67,3.06
3,808,1,11,5,1,0,843.0,4.2,806.67,3.06
3,778,1,11,5,1,1,803.0,3.25,805.0,3.57
3,780,1,11,5,1,2,806.0,5.4,817.33,4.28
4,985,1,11,5,1,0,919.0,3.67,950.0,4.3
4,1019,1,11,5,1,1,976.0,5.15,948.67,4.19
4,1017,1,11,5,1,2,980.0,6.84,958.33,5.22
5,880,1,11,5,1,0,910.0,2.67,933.33,3.56
5,948,1,11,5,1,1,941.0,1.77,933.67,2.5
5,952,1,11,5,1,2,884.0,1.01,911.67,1.82
1,980,2,11,6,1,0,985.0,3.53,984.67,2.2
1,992,2,11,6,1,1,944.0,4.74,981.0,3.34
1,1026,2,11,6,1,2,874.0,1.24,934.33,3.17
2,908,2,11,6,1,0,894.0,1.43,859.33,2.33
2,890,2,11,6,1,1,858.0,5.71,874.33,3.63
2,896,2,11,6,1,2,938.0,5.44,896.67,4.19
3,795,2,11,6,1,0,817.0,3.31,808.67,3.99
3,805,2,11,6,1,1,752.0,2.97,791.67,3.89
3,771,2,11,6,1,2,836.0,6.07,801.67,4.12
4,986,2,11,6,1,0,1018.0,5.65,991.33,5.88
4,1020,2,11,6,1,1,969.0,6.47,989.0,6.32
4,998,2,11,6,1,2,974.0,3.08,987.0,5.07
5,933,2,11,6,1,0,934.0,3.71,919.67,2.16
5,933,2,11,6,1,1,982.0,5.58,933.33,3.43
5,964,2,11,6,1,2,863.0,5.48,926.33,4.92
1,989,3,11,0,0,0,956.0,3.24,924.67,3.07
1,1010,3,11,0,0,1,933.0,1.89,921.0,2.12
1,987,3,11,0,0,2,937.0,1.99,942.0,2.37
2,877,3,11,0,0,0,917.0,3.78,904.33,4.98
2,904,3,11,0,0,1,952.0,3.25,935.67,4.16
2,898,3,11,0,0,2,955.0,1.44,941.33,2.82
3,813,3,11,0,0,0,855.0,6.25,814.33,5.1
3,817,3,11,0,0,1,767.0,4.96,819.33,5.76
3,792,3,11,0,0,2,750.0,7.29,790.67,6.17
4,1006,3,11,0,0,0,1012.0,4.8,985.0,4.78
4,992,3,11,0,0,1,947.0,4.15,977.67,4.01
4,1012,3,11,0,0,2,996.0,1.09,985.0,3.35
5,954,3,11,0,0,0,886.0,3.8,910.33,4.95
5,937,3,11,0,0,1,930.0,1.17,893.0,3.48
5,935,3,11,0,0,2,926.0,2.01,914.0,2.33
1,1005,4,11,1,0,0,981.0,1.11,950.33,1.66
1,1023,4,11,1,0,1,939.0,2.9,952.33,2.0
1,1018,4,11,1,0,2,1013.0,6.72,977.67,3.58
2,881,4,11,1,0,0,832.0,5.35,913.0,3.35
2,883,4,11,1,0,1,886.0,6.34,891.0,4.38
2,886,4,11,1,0,2,895.0,3.56,871.0,5.08
3,788,4,11,1,0,0,776.0,3.96,764.33,5.4
3,763,4,11,1,0,1,752.0,4.57,759.33,5.27
3,815,4,11,1,0,2,805.0,4.51,777.67,4.35
4,990,4,11,1,0,0,1001.0,3.47,981.33,2.9
4,1009,4,11,1,0,1,1000.0,3.01,999.0,2.52
4,993,4,11,1,0,2,948.0,1.35,983.0,2.61
5,949,4,11,1,0,0,915.0,1.08,923.67,1.42
5,936,4,11,1,0,1,850.0,4.82,897.0,2.64
5,949,4,11,1,0,2,959.0,1.84,908.0,2.58
1,982,5,11,2,0,0,977.0,4.96,976.33,4.86
1,999,5,11,2,0,1,913.0,3.59,967.67,5.09
1,1029,5,11,2,0,2,994.0,5.06,961.33,4.54
2,910,5,11,2,0,0,917.0,3.27,899.33,4.39
2,905,5,11,2,0,1,881.0,4.13,897.67,3.65
2,873,5,11,2,0,2,895.0,4.48,897.67,3.96
3,811,5,11,2,0,0,825.0,3.85,794.0,4.31
3,813,5,11,2,0,1,818.0,6.51,816.0,4.96
3,805,5,11,2,0,2,812.0,1.81,818.33,4.06
4,1004,5,11,2,0,0,955.0,3.24,967.67,2.53
4,997,5,11,2,0,1,1004.0,7.04,969.0,3.88
4,1012,5,11,2,0,2,965.0,1.93,974.67,4.07
5,977,5,11,2,0,0,1012.0,4.17,940.33,3.61
5,956,5,11,2,0,1,928.0,6.55,966.33,4.19
5,930,5,11,2,0,2,859.0,2.83,933.0,4.52
1,982,6,11,3,0,0,1028.0,2.28,978.33,3.64
1,1014,6,11,3,0,1,926.0,4.34,982.67,3.89
1,980,6,11,3,0,2,1004.0,4.2,986.0,3.61
2,904,6,11,3,0,0,910.0,4.51,895.33,4.37
2,893,6,11,3,0,1,908.0,3.61,904.33,4.2
2,878,6,11,3,0,2,920.0,4.76,912.67,4.29
3,816,6,11,3,0,0,784.0,6.11,804.67,4.81
3,814,6,11,3,0,1,792.0,6.49,796.0,4.8
3,772,6,11,3,0,2,793.0,3.88,789.67,5.49
4,1009,6,11,3,0,0,995.0,4.14,988.0,4.37
4,1006,6,11,3,0,1,862.0,6.91,940.67,4.33
4,1016,6,11,3,0,2,979.0,5.41,945.33,5.49
5,953,6,11,3,0,0,980.0,2.29,922.33,3.89
5,978,6,11,3,0,1,899.0,2.92,912.67,2.68
5,947,6,11,3,0,2,946.0,3.37,941.67,2.86
1,994,7,11,4,0,0,992.0,7.29,974.0,5.28
1,980,7,11,4,0,1,984.0,7.08,993.33,6.19
1,981,7,11,4,0,2,988.0,2.95,988.0,5.77
2,879,7,11,4,0,0,925.0,7.13,917.67,5.17
2,904,7,11,4,0,1,929.0,5.78,924.67,5.89
2,894,7,11,4,0,2,920.0,1.92,924.67,4.94
3,806,7,11,4,0,0,823.0,5.07,802.67,5.15
3,775,7,11,4,0,1,830.0,5.9,815.33,4.95
3,782,7,11,4,0,2,814.0,1.57,822.33,4.18
4,982,7,11,4,0,0,964.0,5.68,935.0,6.0
4,1043,7,11,4,0,1,973.0,3.66,972.0,4.92
4,996,7,11,4,0,2,950.0,1.35,962.33,3.56
5,948,7,11,4,0,0,904.0,2.38,916.33,2.89
5,948,7,11,4,0,1,917.0,7.09,922.33,4.28
5,981,7,11,4,0,2,854.0,1.5,891.67,3.66
1,967,8,11,5,1,0,970.0,1.02,980.67,3.68
1,998,8,11,5,1,1,976.0,1.31,978.0,1.76
1,967,8,11,5,1,2,987.0,1.4,977.67,1.24
2,852,8,11,5,1,0,932.0,5.28,927.0,4.33
2,885,8,11,5,1,1,869.0,2.8,907.0,3.33
2,908,8,11,5,1,2,933.0,3.12,911.33,3.73
3,784,8,11,5,1,0,842.0,4.21,828.67,3.89
3,807,8,11,5,1,1,825.0,7.2,827.0,4.33
3,802,8,11,5,1,2,750.0,4.94,805.67,5.45
4,997,8,11,5,1,0,948.0,6.23,957.0,3.75
4,1025,8,11,5,1,1,927.0,6.65,941.67,4.74
4,988,8,11,5,1,2,859.0,4.77,911.33,5.88
5,957,8,11,5,1,0,938.0,4.29,903.0,4.29
5,913,8,11,5,1,1,938.0,2.6,910.0,2.8
5,951,8,11,5,1,2,910.0,5.6,928.67,4.16
1,994,9,11,6,1,0,885.0,2.53,949.33,1.75
1,976,9,11,6,1,1,970.0,4.43,947.33,2.79
1,1007,9,11,6,1,2,965.0,2.72,940.0,3.23
2,885,9,11,6,1,0,892.0,4.09,898.0,3.34
2,934,9,11,6,1,1,872.0,5.11,899.0,4.11
2,851,9,11,6,1,2,883.0,1.34,882.33,3.51
3,804,9,11,6,1,0,854.0,1.73,809.67,4.62
3,800,9,11,6,1,1,844.0,4.31,816.0,3.66
3,794,9,11,6,1,2,786.0,6.43,828.0,4.16
4,989,9,11,6,1,0,987.0,5.1,924.33,5.51
4,1001,9,11,6,1,1,1013.0,3.06,953.0,4.31
4,1021,9,11,6,1,2,945.0,1.66,981.67,3.27
5,916,9,11,6,1,0,949.0,4.62,932.33,4.27
5,933,9,11,6,1,1,897.0,3.03,918.67,4.42
5,928,9,11,6,1,2,940.0,3.79,928.67,3.81
1,978,10,11,0,0,0,929.0,4.23,954.67,3.79
1,1006,10,11,0,0,1,965.0,1.53,953.0,2.83
1,1011,10,11,0,0,2,945.0,5.41,946.33,3.72
2,921,10,11,0,0,0,867.0,0.91,874.0,2.45
2,912,10,11,0,0,1,894.0,5.5,881.33,2.58
2,913,10,11,0,0,2,938.0,7.13,899.67,4.51
3,771,10,11,0,0,0,806.0,0.98,812.0,3.91
3,829,10,11,0,0,1,803.0,2.9,798.33,3.44
3,795,10,11,0,0,2,807.0,1.71,805.33,1.86
4,1020,10,11,0,0,0,926.0,6.37,961.33,3.7
4,972,10,11,0,0,1,1028.0,3.38,966.33,3.8
4,995,10,11,0,0,2,980.0,3.83,978.0,4.53
5,968,10,11,0,0,0,937.0,6.86,924.67,4.56
5,950,10,11,0,0,1,907.0,3.41,928.0,4.69
5,934,10,11,0,0,2,881.0,1.34,908.33,3.87
1,1026,11,11,1,0,0,852.0,5.12,920.67,4.02
1,976,11,11,1,0,1,1008.0,6.49,935.0,5.67
1,999,11,11,1,0,2,974.0,4.04,944.67,5.22
2,912,11,11,1,0,0,949.0,5.95,927.0,6.19
2,941,11,11,1,0,1,926.0,4.93,937.67,6.0
2,890,11,11,1,0,2,857.0,2.94,910.67,4.61
3,794,11,11,1,0,0,824.0,1.32,811.33,1.98
3,791,11,11,1,0,1,763.0,3.05,798.0,2.03
3,804,11,11,1,0,2,752.0,5.65,779.67,3.34
4,1011,11,11,1,0,0,1004.0,4.02,1004.0,3.74
4,1021,11,11,1,0,1,966.0,3.4,983.33,3.75
4,1015,11,11,1,0,2,1004.0,1.38,991.33,2.93
5,940,11,11,1,0,0,911.0,6.28,899.67,3.68
5,966,11,11,1,0,1,889.0,6.32,893.67,4.65
5,951,11,11,1,0,2,920.0,4.17,906.67,5.59
1,1014,12,11,2,0,0,904.0,6.61,962.0,5.71
1,1016,12,11,2,0,1,1046.0,1.04,974.67,3.9
1,1032,12,11,2,0,2,981.0,4.01,977.0,3.89
2,892,12,11,2,0,0,915.0,5.77,899.33,4.55
2,889,12,11,2,0,1,921.0,3.05,897.67,3.92
2,908,12,11,2,0,2,928.0,4.43,921.33,4.42
3,823,12,11,2,0,0,865.0,2.26,793.33,3.65
3,801,12,11,2,0,1,826.0,1.78,814.33,3.23
3,824,12,11,2,0,2,823.0,2.72,838.0,2.25
4,1013,12,11,2,0,0,981.0,2.78,983.67,2.52
4,995,12,11,2,0,1,1041.0,3.43,1008.67,2.53
4,1011,12,11,2,0,2,986.0,6.45,1002.67,4.22
5,941,12,11,2,0,0,890.0,3.68,899.67,4.72
5,954,12,11,2,0,1,936.0,6.02,915.33,4.62
5,928,12,11,2,0,2,939.0,3.99,921.67,4.56
1,998,13,11,3,0,0,950.0,5.38,992.33,3.48
1,1019,13,11,3,0,1,916.0,2.45,949.0,3.95
1,1015,13,11,3,0,2,945.0,5.78,937.0,4.54
2,912,13,11,3,0,0,928.0,7.2,925.67,4.89
2,905,13,11,3,0,1,900.0,7.12,918.67,6.25
2,903,13,11,3,0,2,909.0,1.41,912.33,5.24
3,774,13,11,3,0,0,804.0,3.25,817.67,2.58
3,795,13,11,3,0,1,775.0,1.9,800.67,2.62
3,803,13,11,3,0,2,851.0,4.7,810.0,3.28
4,977,13,11,3,0,0,982.0,1.11,1003.0,3.66
4,964,13,11,3,0,1,999.0,3.57,989.0,3.71
4,1022,13,11,3,0,2,1025.0,5.36,1002.0,3.35
5,951,13,11,3,0,0,865.0,1.37,913.33,3.79
5,954,13,11,3,0,1,879.0,2.87,894.33,2.74
5,961,13,11,3,0,2,969.0,5.56,904.33,3.27
1,980,14,11,4,0,0,884.0,4.12,915.0,4.12
1,991,14,11,4,0,1,916.0,1.82,915.0,3.91
1,1030,14,11,4,0,2,1033.0,7.1,944.33,4.35
2,890,14,11,4,0,0,849.0,2.3,886.0,3.61
2,894,14,11,4,0,1,907.0,5.42,888.33,3.04
2,886,14,11,4,0,2,892.0,6.2,882.67,4.64
3,785,14,11,4,0,0,822.0,1.91,816.0,2.84
3,822,14,11,4,0,1,711.0,1.25,794.67,2.62
3,750,14,11,4,0,2,861.0,2.05,798.0,1.74
4,990,14,11,4,0,0,947.0,6.88,990.33,5.27
4,1004,14,11,4,0,1,969.0,6.38,980.33,6.21
4,1033,14,11,4,0,2,962.0,7.14,959.33,6.8
5,927,14,11,4,0,0,926.0,1.38,924.67,3.27
5,923,14,11,4,0,1,866.0,3.88,920.33,3.61
5,932,14,11,4,0,2,948.0,4.82,913.33,3.36
1,1014,15,11,5,1,0,885.0,4.22,944.67,4.38
1,1002,15,11,5,1,1,923.0,2.22,947.0,4.51
1,971,15,11,5,1,2,967.0,5.84,925.0,4.09
2,901,15,11,5,1,0,885.0,4.01,894.67,5.21
2,931,15,11,5,1,1,972.0,2.61,916.33,4.27
2,905,15,11,5,1,2,892.0,5.11,916.33,3.91
3,803,15,11,5,1,0,743.0,1.33,771.67,1.54
3,804,15,11,5,1,1,818.0,5.98,807.33,3.12
3,808,15,11,5,1,2,787.0,1.01,782.67,2.77
4,974,15,11,5,1,0,1003.0,2.24,978.0,5.25
4,995,15,11,5,1,1,929.0,3.13,964.67,4.17
4,996,15,11,5,1,2,1004.0,6.43,978.67,3.93
5,940,15,11,5,1,0,937.0,7.23,917.0,5.31
5,963,15,11,5,1,1,940.0,1.16,941.67,4.4
5,937,15,11,5,1,2,1013.0,1.75,963.33,3.38
1,992,16,11,6,1,0,950.0,2.06,946.67,3.37
1,974,16,11,6,1,1,979.0,7.29,965.33,5.06
1,1007,16,11,6,1,2,942.0,1.26,957.0,3.54
2,918,16,11,6,1,0,861.0,4.65,908.33,4.12
2,892,16,11,6,1,1,952.0,5.84,901.67,5.2
2,916,16,11,6,1,2,825.0,6.04,879.33,5.51
3,797,16,11,6,1,0,799.0,3.27,801.33,3.42
3,749,16,11,6,1,1,721.0,5.26,769.0,3.18
3,798,16,11,6,1,2,835.0,2.57,785.0,3.7
4,996,16,11,6,1,0,961.0,3.8,964.67,4.45
4,1002,16,11,6,1,1,941.0,1.16,968.67,3.8
4,1005,16,11,6,1,2,963.0,7.05,955.0,4.0
5,936,16,11,6,1,0,920.0,2.85,957.67,1.92
5,979,16,11,6,1,1,1009.0,4.36,980.67,2.99
5,948,16,11,6,1,2,867.0,5.86,932.0,4.36
1,996,17,11,0,0,0,924.0,3.55,948.33,4.03
1,1014,17,11,0,0,1,896.0,7.05,920.67,3.95
1,1000,17,11,0,0,2,942.0,5.99,920.67,5.53
2,951,17,11,0,0,0,940.0,2.59,905.67,4.82
2,895,17,11,0,0,1,841.0,4.86,868.67,4.5
2,907,17,11,0,0,2,899.0,2.18,893.33,3.21
3,785,17,11,0,0,0,800.0,2.44,785.33,3.42
3,817,17,11,0,0,1,783.0,1.39,806.0,2.13
3,806,17,11,0,0,2,695.0,6.21,759.33,3.35
4,993,17,11,0,0,0,1007.0,4.82,970.33,4.34
4,982,17,11,0,0,1,1029.0,5.94,999.67,5.94
4,973,17,11,0,0,2,937.0,5.26,991.0,5.34
5,958,17,11,0,0,0,894.0,6.68,923.33,5.63
5,922,17,11,0,0,1,942.0,1.15,901.0,4.56
5,976,17,11,0,0,2,943.0,0.95,926.33,2.93
1,974,18,11,1,0,0,986.0,4.09,941.33,5.71
1,996,18,11,1,0,1,922.0,7.24,950.0,5.77
1,982,18,11,1,0,2,951.0,2.46,953.0,4.6
2,900,18,11,1,0,0,935.0,2.3,891.67,3.11
2,900,18,11,1,0,1,856.0,0.93,896.67,1.8
2,908,18,11,1,0,2,927.0,5.79,906.0,3.01
3,769,18,11,1,0,0,807.0,6.38,761.67,4.66
3,784,18,11,1,0,1,730.0,3.05,744.0,5.21
3,819,18,11,1,0,2,772.0,5.62,769.67,5.02
4,1013,18,11,1,0,0,908.0,3.81,958.0,5.0
4,950,18,11,1,0,1,998.0,6.73,947.67,5.27
4,1007,18,11,1,0,2,956.0,4.88,954.0,5.14
5,929,18,11,1,0,0,910.0,3.7,931.67,1.93
5,938,18,11,1,0,1,933.0,5.57,928.67,3.41
5,945,18,11,1,0,2,897.0,2.07,913.33,3.78
1,1031,19,11,2,0,0,906.0,2.48,926.33,4.06
1,979,19,11,2,0,1,1006.0,1.28,954.33,2.07
1,971,19,11,2,0,2,976.0,2.98,962.67,2.25
2,909,19,11,2,0,0,854.0,6.46,879.0,4.39
2,899,19,11,2,0,1,884.0,4.33,888.33,5.53
2,924,19,11,2,0,2,910.0,4.31,882.67,5.03
3,792,19,11,2,0,0,781.0,3.46,761.0,4.04
3,824,19,11,2,0,1,792.0,5.49,781.67,4.86
3,800,19,11,2,0,2,787.0,6.86,786.67,5.27
4,1010,19,11,2,0,0,1036.0,5.3,996.67,5.64
4,1032,19,11,2,0,1,1006.0,2.8,999.33,4.33
4,996,19,11,2,0,2,996.0,6.21,1012.67,4.77
5,970,19,11,2,0,0,946.0,7.07,925.33,4.9
5,937,19,11,2,0,1,885.0,7.23,909.33,5.46
5,954,19,11,2,0,2,947.0,5.68,926.0,6.66
1,971,20,11,3,0,0,889.0,5.63,957.0,3.3
1,989,20,11,3,0,1,949.0,3.46,938.0,4.02
1,978,20,11,3,0,2,976.0,2.01,938.0,3.7
2,924,20,11,3,0,0,924.0,6.29,906.0,4.98
2,934,20,11,3,0,1,933.0,1.06,922.33,3.89
2,892,20,11,3,0,2,839.0,5.52,898.67,4.29
3,784,20,11,3,0,0,871.0,5.53,816.67,5.96
3,773,20,11,3,0,1,820.0,1.32,826.0,4.57
3,805,20,11,3,0,2,801.0,4.3,830.67,3.72
4,987,20,11,3,0,0,957.0,3.24,986.33,4.08
4,989,20,11,3,0,1,996.0,6.13,983.0,5.19
4,1032,20,11,3,0,2,893.0,1.87,948.67,3.75
5,944,20,11,3,0,0,961.0,4.66,931.0,5.86
5,961,20,11,3,0,1,910.0,2.88,939.33,4.41
5,951,20,11,3,0,2,895.0,6.58,922.0,4.71
1,972,21,11,4,0,0,977.0,3.55,967.33,3.01
1,963,21,11,4,0,1,974.0,5.07,975.67,3.54
1,1009,21,11,4,0,2,998.0,6.82,983.0,5.15
2,934,21,11,4,0,0,885.0,6.25,885.67,4.28
2,906,21,11,4,0,1,885.0,4.53,869.67,5.43
2,912,21,11,4,0,2,905.0,2.9,891.67,4.56
3,781,21,11,4,0,0,827.0,2.13,816.0,2.58
3,820,21,11,4,0,1,745.0,3.12,791.0,3.18
3,820,21,11,4,0,2,774.0,1.4,782.0,2.22
4,986,21,11,4,0,0,1023.0,6.58,970.67,4.86
4,1010,21,11,4,0,1,958.0,5.43,958.0,4.63
4,964,21,11,4,0,2,911.0,3.19,964.0,5.07
5,964,21,11,4,0,0,972.0,2.61,925.67,4.02
5,938,21,11,4,0,1,908.0,5.12,925.0,4.77
5,925,21,11,4,0,2,974.0,2.31,951.33,3.35
1,1008,22,11,5,1,0,960.0,1.03,977.33,4.31
1,964,22,11,5,1,1,933.0,2.81,963.67,3.55
1,1006,22,11,5,1,2,960.0,2.83,951.0,2.22
2,877,22,11,5,1,0,858.0,4.98,882.67,4.14
2,873,22,11,5,1,1,898.0,4.37,887.0,4.08
2,901,22,11,5,1,2,890.0,5.72,882.0,5.02
3,796,22,11,5,1,0,861.0,6.0,793.33,3.51
3,829,22,11,5,1,1,726.0,3.59,787.0,3.66
3,774,22,11,5,1,2,762.0,2.68,783.0,4.09
4,1027,22,11,5,1,0,973.0,7.07,947.33,5.23
4,977,22,11,5,1,1,922.0,2.85,935.33,4.37
4,1018,22,11,5,1,2,988.0,4.91,961.0,4.94
5,972,22,11,5,1,0,987.0,3.71,956.33,3.71
5,956,22,11,5,1,1,908.0,4.92,956.33,3.65
5,934,22,11,5,1,2,919.0,5.06,938.0,4.56
1,969,23,11,6,1,0,963.0,1.43,952.0,2.36
1,960,23,11,6,1,1,983.0,7.18,968.67,3.81
1,1037,23,11,6,1,2,982.0,5.58,976.0,4.73
2,894,23,11,6,1,0,863.0,5.58,883.67,5.22
2,877,23,11,6,1,1,855.0,4.89,869.33,5.4
2,877,23,11,6,1,2,863.0,6.5,860.33,5.66
3,803,23,11,6,1,0,796.0,2.69,761.33,2.99
