production_id,machine_id,production_date,shift,units_produced,units_rejected,production_time_hours,target_id,target_date,target_quantity,target_achievement_percent,total_output,rejection_rate_percent,production_rate_per_hour,total_defects,defect_type_count,quality_defect_rate_percent,total_downtime_hours,downtime_event_count,average_downtime_hours,available_hours,operating_hours,utilization_percent,sensor_value_mean,sensor_value_min,sensor_value_max,sensor_value_std,sensor_reading_count,maintenance_event_count,total_maintenance_downtime,average_maintenance_downtime,total_maintenance_cost,completed_maintenance_count,production_day,production_month,production_day_of_week,is_weekend,shift_encoded,previous_units_produced,previous_rejection_rate,rolling_3_production_avg,rolling_3_rejection_avg
53,3,2026-07-23,Afternoon,836,55,8.0,53,2026-07-23,773,108.15,891,6.17,104.5,19,1,2.13,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,23,7,3,0,1,779.0,6.14,782.0,4.73
54,3,2026-07-23,Night,813,18,8.0,54,2026-07-23,781,104.1,831,2.17,101.62,4,1,0.48,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,23,7,3,0,2,836.0,6.17,798.33,5.1
67,3,2026-07-24,Morning,723,21,8.0,67,2026-07-24,803,90.04,744,2.82,90.38,6,1,0.81,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,24,7,4,0,0,813.0,2.17,809.33,4.83
68,3,2026-07-24,Afternoon,798,10,8.0,68,2026-07-24,809,98.64,808,1.24,99.75,2,1,0.25,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,24,7,4,0,1,723.0,2.82,790.67,3.72
69,3,2026-07-24,Night,802,10,8.0,69,2026-07-24,805,99.63,812,1.23,100.25,2,1,0.25,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,24,7,4,0,2,798.0,1.24,778.0,2.08
82,3,2026-07-25,Morning,861,16,8.0,82,2026-07-25,812,106.03,877,1.82,107.62,3,1,0.34,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,25,7,5,1,0,802.0,1.23,774.33,1.76
83,3,2026-07-25,Afternoon,768,57,8.0,83,2026-07-25,804,95.52,825,6.91,96.0,19,1,2.3,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,25,7,5,1,1,861.0,1.82,820.33,1.43
84,3,2026-07-25,Night,787,56,8.0,84,2026-07-25,769,102.34,843,6.64,98.38,14,1,1.66,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,25,7,5,1,2,768.0,6.91,810.33,3.32
97,3,2026-07-26,Morning,874,48,8.0,97,2026-07-26,799,109.39,922,5.21,109.25,11,1,1.19,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,26,7,6,1,0,787.0,6.64,805.33,5.12
98,3,2026-07-26,Afternoon,818,21,8.0,98,2026-07-26,835,97.96,839,2.5,102.25,3,1,0.36,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,26,7,6,1,1,874.0,5.21,809.67,6.25
99,3,2026-07-26,Night,761,24,8.0,99,2026-07-26,789,96.45,785,3.06,95.12,4,1,0.51,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,26,7,6,1,2,818.0,2.5,826.33,4.78
112,3,2026-07-27,Morning,819,62,8.0,112,2026-07-27,822,99.64,881,7.04,102.38,19,1,2.16,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,27,7,0,0,0,761.0,3.06,817.67,3.59
113,3,2026-07-27,Afternoon,791,8,8.0,113,2026-07-27,816,96.94,799,1.0,98.88,1,1,0.13,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,27,7,0,0,1,819.0,7.04,799.33,4.2
114,3,2026-07-27,Night,828,62,8.0,114,2026-07-27,810,102.22,890,6.97,103.5,22,1,2.47,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,27,7,0,0,2,791.0,1.0,790.33,3.7
127,3,2026-07-28,Morning,820,57,8.0,127,2026-07-28,803,102.12,877,6.5,102.5,15,1,1.71,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,28,7,1,0,0,828.0,6.97,812.67,5.0
128,3,2026-07-28,Afternoon,820,60,8.0,128,2026-07-28,800,102.5,880,6.82,102.5,9,1,1.02,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,28,7,1,0,1,820.0,6.5,813.0,4.82
129,3,2026-07-28,Night,820,54,8.0,129,2026-07-28,772,106.22,874,6.18,102.5,18,1,2.06,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,28,7,1,0,2,820.0,6.82,822.67,6.76
142,3,2026-07-29,Morning,773,42,8.0,142,2026-07-29,803,96.26,815,5.15,96.62,12,1,1.47,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,29,7,2,0,0,820.0,6.18,820.0,6.5
143,3,2026-07-29,Afternoon,718,47,8.0,143,2026-07-29,821,87.45,765,6.14,89.75,14,1,1.83,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,29,7,2,0,1,773.0,5.15,804.33,6.05
144,3,2026-07-29,Night,807,23,8.0,144,2026-07-29,779,103.59,830,2.77,100.88,6,1,0.72,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,29,7,2,0,2,718.0,6.14,770.33,5.82
157,3,2026-07-30,Morning,817,35,8.0,157,2026-07-30,808,101.11,852,4.11,102.12,7,1,0.82,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,30,7,3,0,0,807.0,2.77,766.0,4.69
158,3,2026-07-30,Afternoon,830,13,8.0,158,2026-07-30,789,105.2,843,1.54,103.75,2,1,0.24,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,30,7,3,0,1,817.0,4.11,780.67,4.34
159,3,2026-07-30,Night,670,14,8.0,159,2026-07-30,779,86.01,684,2.05,83.75,4,1,0.58,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,30,7,3,0,2,830.0,1.54,818.0,2.81
172,3,2026-07-31,Morning,823,60,8.0,172,2026-07-31,804,102.36,883,6.8,102.88,18,1,2.04,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,31,7,4,0,0,670.0,2.05,772.33,2.57
173,3,2026-07-31,Afternoon,811,12,8.0,173,2026-07-31,795,102.01,823,1.46,101.38,2,1,0.24,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,31,7,4,0,1,823.0,6.8,774.33,3.46
174,3,2026-07-31,Night,775,25,8.0,174,2026-07-31,807,96.03,800,3.12,96.88,7,1,0.88,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,31,7,4,0,2,811.0,1.46,768.0,3.44
187,3,2026-08-01,Morning,852,27,8.0,187,2026-08-01,798,106.77,879,3.07,106.5,9,1,1.02,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,1,8,5,1,0,775.0,3.12,803.0,3.79
188,3,2026-08-01,Afternoon,800,58,8.0,188,2026-08-01,828,96.62,858,6.76,100.0,23,1,2.68,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,1,8,5,1,1,852.0,3.07,812.67,2.55
189,3,2026-08-01,Night,812,62,8.0,189,2026-08-01,786,103.31,874,7.09,101.5,15,1,1.72,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,1,8,5,1,2,800.0,6.76,809.0,4.32
202,3,2026-08-02,Morning,779,52,8.0,202,2026-08-02,815,95.58,831,6.26,97.38,11,1,1.32,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,2,8,6,1,0,812.0,7.09,821.33,5.64
203,3,2026-08-02,Afternoon,781,12,8.0,203,2026-08-02,815,95.83,793,1.51,97.62,1,1,0.13,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,2,8,6,1,1,779.0,6.26,797.0,6.7
204,3,2026-08-02,Night,809,63,8.0,204,2026-08-02,808,100.12,872,7.22,101.12,21,1,2.41,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,2,8,6,1,2,781.0,1.51,790.67,4.95
217,3,2026-08-03,Morning,808,12,8.0,217,2026-08-03,779,103.72,820,1.46,101.0,4,1,0.49,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,3,8,0,0,0,809.0,7.22,789.67,5.0
218,3,2026-08-03,Afternoon,800,39,8.0,218,2026-08-03,794,100.76,839,4.65,100.0,7,1,0.83,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,3,8,0,0,1,808.0,1.46,799.33,3.4
219,3,2026-08-03,Night,800,43,8.0,219,2026-08-03,835,95.81,843,5.1,100.0,16,1,1.9,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,3,8,0,0,2,800.0,4.65,805.67,4.44
232,3,2026-08-04,Morning,873,61,8.0,232,2026-08-04,789,110.65,934,6.53,109.12,9,1,0.96,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,4,8,1,0,0,800.0,5.1,802.67,3.74
233,3,2026-08-04,Afternoon,847,67,8.0,233,2026-08-04,826,102.54,914,7.33,105.88,12,1,1.31,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,4,8,1,0,1,873.0,6.53,824.33,5.43
234,3,2026-08-04,Night,781,16,8.0,234,2026-08-04,803,97.26,797,2.01,97.62,2,1,0.25,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,4,8,1,0,2,847.0,7.33,840.0,6.32
247,3,2026-08-05,Morning,862,40,8.0,247,2026-08-05,834,103.36,902,4.43,107.75,9,1,1.0,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,5,8,2,0,0,781.0,2.01,833.67,5.29
248,3,2026-08-05,Afternoon,804,56,8.0,248,2026-08-05,808,99.5,860,6.51,100.5,18,1,2.09,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,5,8,2,0,1,862.0,4.43,830.0,4.59
249,3,2026-08-05,Night,882,62,8.0,249,2026-08-05,800,110.25,944,6.57,110.25,24,1,2.54,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,5,8,2,0,2,804.0,6.51,815.67,4.32
262,3,2026-08-06,Morning,796,21,8.0,262,2026-08-06,820,97.07,817,2.57,99.5,5,1,0.61,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,6,8,3,0,0,882.0,6.57,849.33,5.84
263,3,2026-08-06,Afternoon,814,18,8.0,263,2026-08-06,833,97.72,832,2.16,101.75,3,1,0.36,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,6,8,3,0,1,796.0,2.57,827.33,5.22
264,3,2026-08-06,Night,762,26,8.0,264,2026-08-06,790,96.46,788,3.3,95.25,8,1,1.02,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,6,8,3,0,2,814.0,2.16,830.67,3.77
277,3,2026-08-07,Morning,778,27,8.0,277,2026-08-07,788,98.73,805,3.35,97.25,9,1,1.12,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,7,8,4,0,0,762.0,3.3,790.67,2.68
278,3,2026-08-07,Afternoon,776,34,8.0,278,2026-08-07,786,98.73,810,4.2,97.0,10,1,1.23,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,7,8,4,0,1,778.0,3.35,784.67,2.94
279,3,2026-08-07,Night,739,31,8.0,279,2026-08-07,799,92.49,770,4.03,92.38,11,1,1.43,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,7,8,4,0,2,776.0,4.2,772.0,3.62
292,3,2026-08-08,Morning,765,47,8.0,292,2026-08-08,806,94.91,812,5.79,95.62,16,1,1.97,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,8,8,5,1,0,739.0,4.03,764.33,3.86
293,3,2026-08-08,Afternoon,758,22,8.0,293,2026-08-08,799,94.87,780,2.82,94.75,4,1,0.51,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,8,8,5,1,1,765.0,5.79,760.0,4.67
294,3,2026-08-08,Night,792,28,8.0,294,2026-08-08,809,97.9,820,3.41,99.0,6,1,0.73,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,8,8,5,1,2,758.0,2.82,754.0,4.21
307,3,2026-08-09,Morning,803,40,8.0,307,2026-08-09,807,99.5,843,4.74,100.38,9,1,1.07,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,9,8,6,1,0,792.0,3.41,771.67,4.01
308,3,2026-08-09,Afternoon,830,24,8.0,308,2026-08-09,808,102.72,854,2.81,103.75,8,1,0.94,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,9,8,6,1,1,803.0,4.74,784.33,3.66
309,3,2026-08-09,Night,773,25,8.0,309,2026-08-09,820,94.27,798,3.13,96.62,4,1,0.5,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,9,8,6,1,2,830.0,2.81,808.33,3.65
322,3,2026-08-10,Morning,791,61,8.0,322,2026-08-10,806,98.14,852,7.16,98.88,12,1,1.41,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,10,8,0,0,0,773.0,3.13,802.0,3.56
323,3,2026-08-10,Afternoon,814,61,8.0,323,2026-08-10,819,99.39,875,6.97,101.75,21,1,2.4,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,10,8,0,0,1,791.0,7.16,798.0,4.37
324,3,2026-08-10,Night,775,17,8.0,324,2026-08-10,742,104.45,792,2.15,96.88,3,1,0.38,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,10,8,0,0,2,814.0,6.97,792.67,5.75
337,3,2026-08-11,Morning,833,61,8.0,337,2026-08-11,803,103.74,894,6.82,104.12,12,1,1.34,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,11,8,1,0,0,775.0,2.15,793.33,5.43
338,3,2026-08-11,Afternoon,711,38,8.0,338,2026-08-11,807,88.1,749,5.07,88.88,6,1,0.8,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,11,8,1,0,1,833.0,6.82,807.33,5.31
339,3,2026-08-11,Night,740,14,8.0,339,2026-08-11,848,87.26,754,1.86,92.5,3,1,0.4,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,11,8,1,0,2,711.0,5.07,773.0,4.68
352,3,2026-08-12,Morning,763,41,8.0,352,2026-08-12,806,94.67,804,5.1,95.38,9,1,1.12,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,12,8,2,0,0,740.0,1.86,761.33,4.58
353,3,2026-08-12,Afternoon,816,22,8.0,353,2026-08-12,806,101.24,838,2.63,102.0,7,1,0.84,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,12,8,2,0,1,763.0,5.1,738.0,4.01
354,3,2026-08-12,Night,875,29,8.0,354,2026-08-12,808,108.29,904,3.21,109.38,10,1,1.11,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,12,8,2,0,2,816.0,2.63,773.0,3.2
367,3,2026-08-13,Morning,802,41,8.0,367,2026-08-13,796,100.75,843,4.86,100.25,12,1,1.42,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,13,8,3,0,0,875.0,3.21,818.0,3.65
368,3,2026-08-13,Afternoon,843,31,8.0,368,2026-08-13,800,105.38,874,3.55,105.38,12,1,1.37,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,13,8,3,0,1,802.0,4.86,831.0,3.57
369,3,2026-08-13,Night,793,52,8.0,369,2026-08-13,778,101.93,845,6.15,99.12,18,1,2.13,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,13,8,3,0,2,843.0,3.55,840.0,3.87
382,3,2026-08-14,Morning,755,60,8.0,382,2026-08-14,793,95.21,815,7.36,94.38,18,1,2.21,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,14,8,4,0,0,793.0,6.15,812.67,4.85
383,3,2026-08-14,Afternoon,902,13,8.0,383,2026-08-14,750,120.27,915,1.42,112.75,4,1,0.44,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,14,8,4,0,1,755.0,7.36,797.0,5.69
384,3,2026-08-14,Night,802,50,8.0,384,2026-08-14,845,94.91,852,5.87,100.25,10,1,1.17,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,14,8,4,0,2,902.0,1.42,816.67,4.98
397,3,2026-08-15,Morning,828,9,8.0,397,2026-08-15,784,105.61,837,1.08,103.5,1,1,0.12,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,15,8,5,1,0,802.0,5.87,819.67,4.88
398,3,2026-08-15,Afternoon,754,13,8.0,398,2026-08-15,794,94.96,767,1.69,94.25,3,1,0.39,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,15,8,5,1,1,828.0,1.08,844.0,2.79
399,3,2026-08-15,Night,779,43,8.0,399,2026-08-15,766,101.7,822,5.23,97.38,6,1,0.73,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,15,8,5,1,2,754.0,1.69,794.67,2.88
412,3,2026-08-16,Morning,824,31,8.0,412,2026-08-16,780,105.64,855,3.63,103.0,10,1,1.17,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,16,8,6,1,0,779.0,5.23,787.0,2.67
413,3,2026-08-16,Afternoon,716,21,8.0,413,2026-08-16,802,89.28,737,2.85,89.5,6,1,0.81,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,16,8,6,1,1,824.0,3.63,785.67,3.52
414,3,2026-08-16,Night,867,66,8.0,414,2026-08-16,773,112.16,933,7.07,108.38,21,1,2.25,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,16,8,6,1,2,716.0,2.85,773.0,3.9
427,3,2026-08-17,Morning,841,20,8.0,427,2026-08-17,800,105.12,861,2.32,105.12,6,1,0.7,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,17,8,0,0,0,867.0,7.07,802.33,4.52
428,3,2026-08-17,Afternoon,818,8,8.0,428,2026-08-17,800,102.25,826,0.97,102.25,2,1,0.24,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,17,8,0,0,1,841.0,2.32,808.0,4.08
429,3,2026-08-17,Night,810,42,8.0,429,2026-08-17,785,103.18,852,4.93,101.25,6,1,0.7,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,17,8,0,0,2,818.0,0.97,842.0,3.45
442,3,2026-08-18,Morning,804,41,8.0,442,2026-08-18,842,95.49,845,4.85,100.5,13,1,1.54,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,18,8,1,0,0,810.0,4.93,823.0,2.74
443,3,2026-08-18,Afternoon,845,14,8.0,443,2026-08-18,776,108.89,859,1.63,105.62,3,1,0.35,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,18,8,1,0,1,804.0,4.85,810.67,3.58
444,3,2026-08-18,Night,771,11,8.0,444,2026-08-18,806,95.66,782,1.41,96.38,2,1,0.26,26.39,13,2.03,720.0,693.61,96.33,43.64,3.76,88.87,38.73,180,3,7.48,2.49,21011.44,3,18,8,1,0,2,845.0,1.63,819.67,3.8
10,4,2026-07-20,Morning,903,27,8.0,10,2026-07-20,1009,89.49,930,2.9,112.88,8,1,0.86,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,20,7,0,0,0,,,,
11,4,2026-07-20,Afternoon,939,28,8.0,11,2026-07-20,998,94.09,967,2.9,117.38,10,1,1.03,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,20,7,0,0,1,903.0,2.9,903.0,2.9
12,4,2026-07-20,Night,992,35,8.0,12,2026-07-20,966,102.69,1027,3.41,124.0,5,1,0.49,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,20,7,0,0,2,939.0,2.9,921.0,2.9
25,4,2026-07-21,Morning,1009,16,8.0,25,2026-07-21,1001,100.8,1025,1.56,126.12,3,1,0.29,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,21,7,1,0,0,992.0,3.41,944.67,3.07
26,4,2026-07-21,Afternoon,986,23,8.0,26,2026-07-21,990,99.6,1009,2.28,123.25,7,1,0.69,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,21,7,1,0,1,1009.0,1.56,980.0,2.62
27,4,2026-07-21,Night,975,36,8.0,27,2026-07-21,991,98.39,1011,3.56,121.88,5,1,0.49,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,21,7,1,0,2,986.0,2.28,995.67,2.42
40,4,2026-07-22,Morning,972,31,8.0,40,2026-07-22,1017,95.58,1003,3.09,121.5,5,1,0.5,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,22,7,2,0,0,975.0,3.56,990.0,2.47
41,4,2026-07-22,Afternoon,1012,72,8.0,41,2026-07-22,1001,101.1,1084,6.64,126.5,24,1,2.21,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,22,7,2,0,1,972.0,3.09,977.67,2.98
42,4,2026-07-22,Night,1034,44,8.0,42,2026-07-22,1021,101.27,1078,4.08,129.25,13,1,1.21,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,22,7,2,0,2,1012.0,6.64,986.33,4.43
55,4,2026-07-23,Morning,983,65,8.0,55,2026-07-23,979,100.41,1048,6.2,122.88,11,1,1.05,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,23,7,3,0,0,1034.0,4.08,1006.0,4.6
56,4,2026-07-23,Afternoon,1018,74,8.0,56,2026-07-23,984,103.46,1092,6.78,127.25,22,1,2.01,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,23,7,3,0,1,983.0,6.2,1009.67,5.64
57,4,2026-07-23,Night,951,24,8.0,57,2026-07-23,999,95.2,975,2.46,118.88,8,1,0.82,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,23,7,3,0,2,1018.0,6.78,1011.67,5.69
70,4,2026-07-24,Morning,1078,31,8.0,70,2026-07-24,1049,102.76,1109,2.8,134.75,9,1,0.81,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,24,7,4,0,0,951.0,2.46,984.0,5.15
71,4,2026-07-24,Afternoon,972,19,8.0,71,2026-07-24,987,98.48,991,1.92,121.5,3,1,0.3,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,24,7,4,0,1,1078.0,2.8,1015.67,4.01
72,4,2026-07-24,Night,992,43,8.0,72,2026-07-24,989,100.3,1035,4.15,124.0,11,1,1.06,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,24,7,4,0,2,972.0,1.92,1000.33,2.39
85,4,2026-07-25,Morning,1012,68,8.0,85,2026-07-25,1030,98.25,1080,6.3,126.5,12,1,1.11,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,25,7,5,1,0,992.0,4.15,1014.0,2.96
86,4,2026-07-25,Afternoon,930,45,8.0,86,2026-07-25,1035,89.86,975,4.62,116.25,15,1,1.54,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,25,7,5,1,1,1012.0,6.3,992.0,4.12
87,4,2026-07-25,Night,915,15,8.0,87,2026-07-25,987,92.71,930,1.61,114.38,2,1,0.22,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,25,7,5,1,2,930.0,4.62,978.0,5.02
