sensor_id,machine_id,sensor_type,sensor_value,unit,recorded_at
5661,4,Temperature,64.49,°C,2026-02-28 14:00:00
5662,4,Vibration,2.58,mm/s,2026-02-28 14:00:00
5663,4,Temperature,64.0,°C,2026-02-28 22:00:00
5664,4,Vibration,2.27,mm/s,2026-02-28 22:00:00
5665,5,Temperature,62.16,°C,2026-02-28 08:00:00
5666,5,Vibration,2.87,mm/s,2026-02-28 08:00:00
5667,5,Temperature,61.23,°C,2026-02-28 14:00:00
5668,5,Vibration,2.72,mm/s,2026-02-28 14:00:00
5669,5,Temperature,61.6,°C,2026-02-28 22:00:00
5670,5,Vibration,2.73,mm/s,2026-02-28 22:00:00
5671,1,Temperature,69.98,°C,2026-03-01 08:00:00
5672,1,Vibration,3.2,mm/s,2026-03-01 08:00:00
5673,1,Temperature,72.59,°C,2026-03-01 14:00:00
5674,1,Vibration,3.52,mm/s,2026-03-01 14:00:00
5675,1,Temperature,65.17,°C,2026-03-01 22:00:00
5676,1,Vibration,2.97,mm/s,2026-03-01 22:00:00
5677,2,Temperature,74.03,°C,2026-03-01 08:00:00
5678,2,Vibration,2.86,mm/s,2026-03-01 08:00:00
5679,2,Temperature,65.51,°C,2026-03-01 14:00:00
5680,2,Vibration,2.76,mm/s,2026-03-01 14:00:00
5681,2,Temperature,66.85,°C,2026-03-01 22:00:00
5682,2,Vibration,2.21,mm/s,2026-03-01 22:00:00
5683,3,Temperature,84.61,°C,2026-03-01 08:00:00
5684,3,Vibration,5.29,mm/s,2026-03-01 08:00:00
5685,3,Temperature,78.0,°C,2026-03-01 14:00:00
5686,3,Vibration,4.95,mm/s,2026-03-01 14:00:00
5687,3,Temperature,80.3,°C,2026-03-01 22:00:00
5688,3,Vibration,4.2,mm/s,2026-03-01 22:00:00
5689,4,Temperature,60.76,°C,2026-03-01 08:00:00
5690,4,Vibration,1.87,mm/s,2026-03-01 08:00:00
5691,4,Temperature,64.82,°C,2026-03-01 14:00:00
5692,4,Vibration,2.27,mm/s,2026-03-01 14:00:00
5693,4,Temperature,62.12,°C,2026-03-01 22:00:00
5694,4,Vibration,2.3,mm/s,2026-03-01 22:00:00
5695,5,Temperature,69.24,°C,2026-03-01 08:00:00
5696,5,Vibration,2.88,mm/s,2026-03-01 08:00:00
5697,5,Temperature,70.01,°C,2026-03-01 14:00:00
5698,5,Vibration,2.59,mm/s,2026-03-01 14:00:00
5699,5,Temperature,71.81,°C,2026-03-01 22:00:00
5700,5,Vibration,2.87,mm/s,2026-03-01 22:00:00
5701,1,Temperature,68.53,°C,2026-03-02 08:00:00
5702,1,Vibration,3.05,mm/s,2026-03-02 08:00:00
5703,1,Temperature,66.26,°C,2026-03-02 14:00:00
5704,1,Vibration,2.85,mm/s,2026-03-02 14:00:00
5705,1,Temperature,71.29,°C,2026-03-02 22:00:00
5706,1,Vibration,3.31,mm/s,2026-03-02 22:00:00
5707,2,Temperature,66.77,°C,2026-03-02 08:00:00
5708,2,Vibration,4.17,mm/s,2026-03-02 08:00:00
5709,2,Temperature,67.48,°C,2026-03-02 14:00:00
5710,2,Vibration,1.96,mm/s,2026-03-02 14:00:00
5711,2,Temperature,71.64,°C,2026-03-02 22:00:00
5712,2,Vibration,3.1,mm/s,2026-03-02 22:00:00
5713,3,Temperature,82.7,°C,2026-03-02 08:00:00
5714,3,Vibration,4.77,mm/s,2026-03-02 08:00:00
5715,3,Temperature,83.18,°C,2026-03-02 14:00:00
5716,3,Vibration,5.81,mm/s,2026-03-02 14:00:00
5717,3,Temperature,82.6,°C,2026-03-02 22:00:00
5718,3,Vibration,4.26,mm/s,2026-03-02 22:00:00
5719,4,Temperature,54.64,°C,2026-03-02 08:00:00
5720,4,Vibration,2.69,mm/s,2026-03-02 08:00:00
5721,4,Temperature,62.04,°C,2026-03-02 14:00:00
5722,4,Vibration,2.45,mm/s,2026-03-02 14:00:00
5723,4,Temperature,62.57,°C,2026-03-02 22:00:00
5724,4,Vibration,2.06,mm/s,2026-03-02 22:00:00
5725,5,Temperature,64.7,°C,2026-03-02 08:00:00
5726,5,Vibration,2.36,mm/s,2026-03-02 08:00:00
5727,5,Temperature,69.33,°C,2026-03-02 14:00:00
5728,5,Vibration,2.99,mm/s,2026-03-02 14:00:00
5729,5,Temperature,63.38,°C,2026-03-02 22:00:00
5730,5,Vibration,2.16,mm/s,2026-03-02 22:00:00
5731,1,Temperature,71.14,°C,2026-03-03 08:00:00
5732,1,Vibration,3.53,mm/s,2026-03-03 08:00:00
5733,1,Temperature,73.11,°C,2026-03-03 14:00:00
5734,1,Vibration,2.5,mm/s,2026-03-03 14:00:00
5735,1,Temperature,72.97,°C,2026-03-03 22:00:00
5736,1,Vibration,2.11,mm/s,2026-03-03 22:00:00
5737,2,Temperature,67.39,°C,2026-03-03 08:00:00
5738,2,Vibration,3.04,mm/s,2026-03-03 08:00:00
5739,2,Temperature,61.76,°C,2026-03-03 14:00:00
5740,2,Vibration,3.85,mm/s,2026-03-03 14:00:00
5741,2,Temperature,71.98,°C,2026-03-03 22:00:00
5742,2,Vibration,3.12,mm/s,2026-03-03 22:00:00
5743,3,Temperature,79.1,°C,2026-03-03 08:00:00
5744,3,Vibration,4.97,mm/s,2026-03-03 08:00:00
5745,3,Temperature,84.37,°C,2026-03-03 14:00:00
5746,3,Vibration,4.44,mm/s,2026-03-03 14:00:00
5747,3,Temperature,81.46,°C,2026-03-03 22:00:00
5748,3,Vibration,5.46,mm/s,2026-03-03 22:00:00
5749,4,Temperature,60.52,°C,2026-03-03 08:00:00
5750,4,Vibration,2.67,mm/s,2026-03-03 08:00:00
5751,4,Temperature,59.74,°C,2026-03-03 14:00:00
5752,4,Vibration,2.03,mm/s,2026-03-03 14:00:00
5753,4,Temperature,63.49,°C,2026-03-03 22:00:00
5754,4,Vibration,2.76,mm/s,2026-03-03 22:00:00
5755,5,Temperature,64.9,°C,2026-03-03 08:00:00
5756,5,Vibration,2.76,mm/s,2026-03-03 08:00:00
5757,5,Temperature,64.94,°C,2026-03-03 14:00:00
5758,5,Vibration,2.43,mm/s,2026-03-03 14:00:00
5759,5,Temperature,70.75,°C,2026-03-03 22:00:00
5760,5,Vibration,2.12,mm/s,2026-03-03 22:00:00
5761,1,Temperature,72.28,°C,2026-03-04 08:00:00
5762,1,Vibration,3.0,mm/s,2026-03-04 08:00:00
5763,1,Temperature,68.27,°C,2026-03-04 14:00:00
5764,1,Vibration,2.39,mm/s,2026-03-04 14:00:00
5765,1,Temperature,66.56,°C,2026-03-04 22:00:00
5766,1,Vibration,2.63,mm/s,2026-03-04 22:00:00
5767,2,Temperature,67.55,°C,2026-03-04 08:00:00
5768,2,Vibration,3.1,mm/s,2026-03-04 08:00:00
5769,2,Temperature,67.1,°C,2026-03-04 14:00:00
5770,2,Vibration,2.68,mm/s,2026-03-04 14:00:00
5771,2,Temperature,67.75,°C,2026-03-04 22:00:00
5772,2,Vibration,3.04,mm/s,2026-03-04 22:00:00
5773,3,Temperature,83.93,°C,2026-03-04 08:00:00
5774,3,Vibration,4.31,mm/s,2026-03-04 08:00:00
5775,3,Temperature,81.15,°C,2026-03-04 14:00:00
5776,3,Vibration,5.61,mm/s,2026-03-04 14:00:00
5777,3,Temperature,78.05,°C,2026-03-04 22:00:00
5778,3,Vibration,5.04,mm/s,2026-03-04 22:00:00
5779,4,Temperature,64.49,°C,2026-03-04 08:00:00
5780,4,Vibration,2.22,mm/s,2026-03-04 08:00:00
5781,4,Temperature,69.77,°C,2026-03-04 14:00:00
5782,4,Vibration,2.52,mm/s,2026-03-04 14:00:00
5783,4,Temperature,69.53,°C,2026-03-04 22:00:00
5784,4,Vibration,2.5,mm/s,2026-03-04 22:00:00
5785,5,Temperature,68.38,°C,2026-03-04 08:00:00
5786,5,Vibration,2.41,mm/s,2026-03-04 08:00:00
5787,5,Temperature,65.3,°C,2026-03-04 14:00:00
5788,5,Vibration,2.9,mm/s,2026-03-04 14:00:00
5789,5,Temperature,68.28,°C,2026-03-04 22:00:00
5790,5,Vibration,3.0,mm/s,2026-03-04 22:00:00
5791,1,Temperature,71.13,°C,2026-03-05 08:00:00
5792,1,Vibration,2.33,mm/s,2026-03-05 08:00:00
5793,1,Temperature,67.58,°C,2026-03-05 14:00:00
5794,1,Vibration,3.42,mm/s,2026-03-05 14:00:00
5795,1,Temperature,64.12,°C,2026-03-05 22:00:00
5796,1,Vibration,3.15,mm/s,2026-03-05 22:00:00
5797,2,Temperature,67.66,°C,2026-03-05 08:00:00
5798,2,Vibration,3.22,mm/s,2026-03-05 08:00:00
5799,2,Temperature,69.25,°C,2026-03-05 14:00:00
5800,2,Vibration,2.47,mm/s,2026-03-05 14:00:00
5801,2,Temperature,65.87,°C,2026-03-05 22:00:00
5802,2,Vibration,2.54,mm/s,2026-03-05 22:00:00
5803,3,Temperature,83.74,°C,2026-03-05 08:00:00
5804,3,Vibration,3.85,mm/s,2026-03-05 08:00:00
5805,3,Temperature,82.47,°C,2026-03-05 14:00:00
5806,3,Vibration,4.56,mm/s,2026-03-05 14:00:00
5807,3,Temperature,82.57,°C,2026-03-05 22:00:00
5808,3,Vibration,5.17,mm/s,2026-03-05 22:00:00
5809,4,Temperature,60.01,°C,2026-03-05 08:00:00
5810,4,Vibration,2.39,mm/s,2026-03-05 08:00:00
5811,4,Temperature,65.47,°C,2026-03-05 14:00:00
5812,4,Vibration,2.54,mm/s,2026-03-05 14:00:00
5813,4,Temperature,64.63,°C,2026-03-05 22:00:00
5814,4,Vibration,1.89,mm/s,2026-03-05 22:00:00
5815,5,Temperature,63.79,°C,2026-03-05 08:00:00
5816,5,Vibration,2.01,mm/s,2026-03-05 08:00:00
5817,5,Temperature,68.66,°C,2026-03-05 14:00:00
5818,5,Vibration,2.64,mm/s,2026-03-05 14:00:00
5819,5,Temperature,66.84,°C,2026-03-05 22:00:00
5820,5,Vibration,1.85,mm/s,2026-03-05 22:00:00
5821,1,Temperature,69.9,°C,2026-03-06 08:00:00
5822,1,Vibration,3.32,mm/s,2026-03-06 08:00:00
5823,1,Temperature,64.47,°C,2026-03-06 14:00:00
5824,1,Vibration,2.73,mm/s,2026-03-06 14:00:00
5825,1,Temperature,65.29,°C,2026-03-06 22:00:00
5826,1,Vibration,2.79,mm/s,2026-03-06 22:00:00
5827,2,Temperature,65.3,°C,2026-03-06 08:00:00
5828,2,Vibration,2.99,mm/s,2026-03-06 08:00:00
5829,2,Temperature,68.51,°C,2026-03-06 14:00:00
5830,2,Vibration,3.45,mm/s,2026-03-06 14:00:00
5831,2,Temperature,67.84,°C,2026-03-06 22:00:00
5832,2,Vibration,2.97,mm/s,2026-03-06 22:00:00
5833,3,Temperature,80.33,°C,2026-03-06 08:00:00
5834,3,Vibration,4.45,mm/s,2026-03-06 08:00:00
5835,3,Temperature,84.5,°C,2026-03-06 14:00:00
5836,3,Vibration,5.62,mm/s,2026-03-06 14:00:00
5837,3,Temperature,84.12,°C,2026-03-06 22:00:00
5838,3,Vibration,5.07,mm/s,2026-03-06 22:00:00
5839,4,Temperature,62.08,°C,2026-03-06 08:00:00
5840,4,Vibration,3.07,mm/s,2026-03-06 08:00:00
5841,4,Temperature,66.74,°C,2026-03-06 14:00:00
5842,4,Vibration,3.51,mm/s,2026-03-06 14:00:00
5843,4,Temperature,61.54,°C,2026-03-06 22:00:00
5844,4,Vibration,2.93,mm/s,2026-03-06 22:00:00
5845,5,Temperature,68.65,°C,2026-03-06 08:00:00
5846,5,Vibration,2.53,mm/s,2026-03-06 08:00:00
5847,5,Temperature,71.09,°C,2026-03-06 14:00:00
5848,5,Vibration,2.9,mm/s,2026-03-06 14:00:00
5849,5,Temperature,64.19,°C,2026-03-06 22:00:00
5850,5,Vibration,2.64,mm/s,2026-03-06 22:00:00
5851,1,Temperature,67.15,°C,2026-03-07 08:00:00
5852,1,Vibration,2.77,mm/s,2026-03-07 08:00:00
5853,1,Temperature,72.11,°C,2026-03-07 14:00:00
5854,1,Vibration,3.49,mm/s,2026-03-07 14:00:00
5855,1,Temperature,70.66,°C,2026-03-07 22:00:00
5856,1,Vibration,2.62,mm/s,2026-03-07 22:00:00
5857,2,Temperature,69.14,°C,2026-03-07 08:00:00
5858,2,Vibration,3.16,mm/s,2026-03-07 08:00:00
5859,2,Temperature,62.08,°C,2026-03-07 14:00:00
5860,2,Vibration,2.86,mm/s,2026-03-07 14:00:00
5861,2,Temperature,67.43,°C,2026-03-07 22:00:00
5862,2,Vibration,3.28,mm/s,2026-03-07 22:00:00
5863,3,Temperature,83.16,°C,2026-03-07 08:00:00
5864,3,Vibration,5.24,mm/s,2026-03-07 08:00:00
5865,3,Temperature,80.55,°C,2026-03-07 14:00:00
5866,3,Vibration,5.0,mm/s,2026-03-07 14:00:00
5867,3,Temperature,84.83,°C,2026-03-07 22:00:00
5868,3,Vibration,4.97,mm/s,2026-03-07 22:00:00
5869,4,Temperature,65.52,°C,2026-03-07 08:00:00
5870,4,Vibration,1.73,mm/s,2026-03-07 08:00:00
5871,4,Temperature,64.79,°C,2026-03-07 14:00:00
5872,4,Vibration,1.49,mm/s,2026-03-07 14:00:00
5873,4,Temperature,63.45,°C,2026-03-07 22:00:00
5874,4,Vibration,2.53,mm/s,2026-03-07 22:00:00
5875,5,Temperature,69.3,°C,2026-03-07 08:00:00
5876,5,Vibration,2.2,mm/s,2026-03-07 08:00:00
5877,5,Temperature,68.12,°C,2026-03-07 14:00:00
5878,5,Vibration,3.43,mm/s,2026-03-07 14:00:00
5879,5,Temperature,65.08,°C,2026-03-07 22:00:00
5880,5,Vibration,1.93,mm/s,2026-03-07 22:00:00
5881,1,Temperature,70.87,°C,2026-03-08 08:00:00
5882,1,Vibration,2.4,mm/s,2026-03-08 08:00:00
5883,1,Temperature,67.54,°C,2026-03-08 14:00:00
5884,1,Vibration,3.46,mm/s,2026-03-08 14:00:00
5885,1,Temperature,75.63,°C,2026-03-08 22:00:00
5886,1,Vibration,2.5,mm/s,2026-03-08 22:00:00
5887,2,Temperature,65.79,°C,2026-03-08 08:00:00
5888,2,Vibration,2.58,mm/s,2026-03-08 08:00:00
5889,2,Temperature,66.36,°C,2026-03-08 14:00:00
5890,2,Vibration,3.77,mm/s,2026-03-08 14:00:00
5891,2,Temperature,66.41,°C,2026-03-08 22:00:00
5892,2,Vibration,2.61,mm/s,2026-03-08 22:00:00
5893,3,Temperature,86.85,°C,2026-03-08 08:00:00
5894,3,Vibration,5.29,mm/s,2026-03-08 08:00:00
5895,3,Temperature,84.96,°C,2026-03-08 14:00:00
5896,3,Vibration,4.55,mm/s,2026-03-08 14:00:00
5897,3,Temperature,80.41,°C,2026-03-08 22:00:00
5898,3,Vibration,4.48,mm/s,2026-03-08 22:00:00
5899,4,Temperature,67.4,°C,2026-03-08 08:00:00
5900,4,Vibration,3.11,mm/s,2026-03-08 08:00:00
5901,4,Temperature,63.2,°C,2026-03-08 14:00:00
5902,4,Vibration,2.32,mm/s,2026-03-08 14:00:00
5903,4,Temperature,64.04,°C,2026-03-08 22:00:00
5904,4,Vibration,1.73,mm/s,2026-03-08 22:00:00
5905,5,Temperature,64.98,°C,2026-03-08 08:00:00
5906,5,Vibration,3.09,mm/s,2026-03-08 08:00:00
5907,5,Temperature,64.37,°C,2026-03-08 14:00:00
5908,5,Vibration,2.75,mm/s,2026-03-08 14:00:00
5909,5,Temperature,63.08,°C,2026-03-08 22:00:00
5910,5,Vibration,2.63,mm/s,2026-03-08 22:00:00
5911,1,Temperature,68.31,°C,2026-03-09 08:00:00
5912,1,Vibration,2.39,mm/s,2026-03-09 08:00:00
5913,1,Temperature,72.37,°C,2026-03-09 14:00:00
5914,1,Vibration,3.42,mm/s,2026-03-09 14:00:00
5915,1,Temperature,67.09,°C,2026-03-09 22:00:00
5916,1,Vibration,2.89,mm/s,2026-03-09 22:00:00
5917,2,Temperature,68.13,°C,2026-03-09 08:00:00
5918,2,Vibration,1.89,mm/s,2026-03-09 08:00:00
5919,2,Temperature,63.81,°C,2026-03-09 14:00:00
5920,2,Vibration,3.44,mm/s,2026-03-09 14:00:00
5921,2,Temperature,64.8,°C,2026-03-09 22:00:00
5922,2,Vibration,3.43,mm/s,2026-03-09 22:00:00
5923,3,Temperature,77.96,°C,2026-03-09 08:00:00
5924,3,Vibration,5.33,mm/s,2026-03-09 08:00:00
5925,3,Temperature,81.07,°C,2026-03-09 14:00:00
5926,3,Vibration,4.91,mm/s,2026-03-09 14:00:00
5927,3,Temperature,87.57,°C,2026-03-09 22:00:00
5928,3,Vibration,4.37,mm/s,2026-03-09 22:00:00
5929,4,Temperature,66.78,°C,2026-03-09 08:00:00
5930,4,Vibration,2.78,mm/s,2026-03-09 08:00:00
5931,4,Temperature,75.06,°C,2026-03-09 14:00:00
5932,4,Vibration,1.96,mm/s,2026-03-09 14:00:00
5933,4,Temperature,63.12,°C,2026-03-09 22:00:00
5934,4,Vibration,2.91,mm/s,2026-03-09 22:00:00
5935,5,Temperature,66.4,°C,2026-03-09 08:00:00
5936,5,Vibration,2.47,mm/s,2026-03-09 08:00:00
5937,5,Temperature,69.87,°C,2026-03-09 14:00:00
5938,5,Vibration,2.57,mm/s,2026-03-09 14:00:00
5939,5,Temperature,64.32,°C,2026-03-09 22:00:00
5940,5,Vibration,3.06,mm/s,2026-03-09 22:00:00
5941,1,Temperature,71.13,°C,2026-03-10 08:00:00
5942,1,Vibration,2.84,mm/s,2026-03-10 08:00:00
5943,1,Temperature,68.92,°C,2026-03-10 14:00:00
5944,1,Vibration,2.54,mm/s,2026-03-10 14:00:00
5945,1,Temperature,72.18,°C,2026-03-10 22:00:00
5946,1,Vibration,2.82,mm/s,2026-03-10 22:00:00
5947,2,Temperature,65.69,°C,2026-03-10 08:00:00
5948,2,Vibration,2.16,mm/s,2026-03-10 08:00:00
5949,2,Temperature,69.18,°C,2026-03-10 14:00:00
5950,2,Vibration,2.55,mm/s,2026-03-10 14:00:00
5951,2,Temperature,61.96,°C,2026-03-10 22:00:00
5952,2,Vibration,2.2,mm/s,2026-03-10 22:00:00
5953,3,Temperature,81.3,°C,2026-03-10 08:00:00
5954,3,Vibration,4.9,mm/s,2026-03-10 08:00:00
5955,3,Temperature,81.27,°C,2026-03-10 14:00:00
5956,3,Vibration,4.81,mm/s,2026-03-10 14:00:00
5957,3,Temperature,77.57,°C,2026-03-10 22:00:00
5958,3,Vibration,4.56,mm/s,2026-03-10 22:00:00
5959,4,Temperature,68.55,°C,2026-03-10 08:00:00
5960,4,Vibration,3.02,mm/s,2026-03-10 08:00:00
5961,4,Temperature,66.73,°C,2026-03-10 14:00:00
5962,4,Vibration,2.74,mm/s,2026-03-10 14:00:00
5963,4,Temperature,67.71,°C,2026-03-10 22:00:00
5964,4,Vibration,1.94,mm/s,2026-03-10 22:00:00
5965,5,Temperature,67.1,°C,2026-03-10 08:00:00
5966,5,Vibration,2.14,mm/s,2026-03-10 08:00:00
5967,5,Temperature,63.69,°C,2026-03-10 14:00:00
5968,5,Vibration,2.88,mm/s,2026-03-10 14:00:00
5969,5,Temperature,69.84,°C,2026-03-10 22:00:00
5970,5,Vibration,2.6,mm/s,2026-03-10 22:00:00
5971,1,Temperature,74.95,°C,2026-03-11 08:00:00
5972,1,Vibration,3.11,mm/s,2026-03-11 08:00:00
5973,1,Temperature,67.67,°C,2026-03-11 14:00:00
5974,1,Vibration,2.46,mm/s,2026-03-11 14:00:00
5975,1,Temperature,73.05,°C,2026-03-11 22:00:00
5976,1,Vibration,3.06,mm/s,2026-03-11 22:00:00
5977,2,Temperature,70.03,°C,2026-03-11 08:00:00
5978,2,Vibration,1.47,mm/s,2026-03-11 08:00:00
5979,2,Temperature,68.73,°C,2026-03-11 14:00:00
5980,2,Vibration,2.54,mm/s,2026-03-11 14:00:00
5981,2,Temperature,63.82,°C,2026-03-11 22:00:00
5982,2,Vibration,2.77,mm/s,2026-03-11 22:00:00
5983,3,Temperature,85.28,°C,2026-03-11 08:00:00
5984,3,Vibration,6.13,mm/s,2026-03-11 08:00:00
5985,3,Temperature,82.73,°C,2026-03-11 14:00:00
5986,3,Vibration,4.65,mm/s,2026-03-11 14:00:00
5987,3,Temperature,79.69,°C,2026-03-11 22:00:00
5988,3,Vibration,5.48,mm/s,2026-03-11 22:00:00
5989,4,Temperature,62.01,°C,2026-03-11 08:00:00
5990,4,Vibration,2.81,mm/s,2026-03-11 08:00:00
5991,4,Temperature,65.88,°C,2026-03-11 14:00:00
5992,4,Vibration,2.59,mm/s,2026-03-11 14:00:00
5993,4,Temperature,60.3,°C,2026-03-11 22:00:00
5994,4,Vibration,2.32,mm/s,2026-03-11 22:00:00
5995,5,Temperature,62.63,°C,2026-03-11 08:00:00
5996,5,Vibration,2.41,mm/s,2026-03-11 08:00:00
5997,5,Temperature,69.75,°C,2026-03-11 14:00:00
5998,5,Vibration,3.32,mm/s,2026-03-11 14:00:00
5999,5,Temperature,67.64,°C,2026-03-11 22:00:00
6000,5,Vibration,2.41,mm/s,2026-03-11 22:00:00
6001,1,Temperature,74.76,°C,2026-03-12 08:00:00
6002,1,Vibration,2.71,mm/s,2026-03-12 08:00:00
6003,1,Temperature,66.59,°C,2026-03-12 14:00:00
6004,1,Vibration,3.35,mm/s,2026-03-12 14:00:00
6005,1,Temperature,71.37,°C,2026-03-12 22:00:00
6006,1,Vibration,2.73,mm/s,2026-03-12 22:00:00
6007,2,Temperature,68.3,°C,2026-03-12 08:00:00
6008,2,Vibration,3.02,mm/s,2026-03-12 08:00:00
6009,2,Temperature,68.61,°C,2026-03-12 14:00:00
6010,2,Vibration,3.03,mm/s,2026-03-12 14:00:00
6011,2,Temperature,66.48,°C,2026-03-12 22:00:00
6012,2,Vibration,3.06,mm/s,2026-03-12 22:00:00
6013,3,Temperature,82.05,°C,2026-03-12 08:00:00
6014,3,Vibration,4.76,mm/s,2026-03-12 08:00:00
6015,3,Temperature,81.26,°C,2026-03-12 14:00:00
6016,3,Vibration,4.95,mm/s,2026-03-12 14:00:00
6017,3,Temperature,77.66,°C,2026-03-12 22:00:00
6018,3,Vibration,4.68,mm/s,2026-03-12 22:00:00
6019,4,Temperature,65.19,°C,2026-03-12 08:00:00
6020,4,Vibration,1.82,mm/s,2026-03-12 08:00:00
6021,4,Temperature,63.14,°C,2026-03-12 14:00:00
6022,4,Vibration,3.69,mm/s,2026-03-12 14:00:00
6023,4,Temperature,61.61,°C,2026-03-12 22:00:00
6024,4,Vibration,2.31,mm/s,2026-03-12 22:00:00
6025,5,Temperature,64.5,°C,2026-03-12 08:00:00
6026,5,Vibration,2.64,mm/s,2026-03-12 08:00:00
6027,5,Temperature,64.56,°C,2026-03-12 14:00:00
6028,5,Vibration,2.58,mm/s,2026-03-12 14:00:00
6029,5,Temperature,64.84,°C,2026-03-12 22:00:00
6030,5,Vibration,3.23,mm/s,2026-03-12 22:00:00
6031,1,Temperature,70.24,°C,2026-03-13 08:00:00
6032,1,Vibration,2.5,mm/s,2026-03-13 08:00:00
6033,1,Temperature,72.52,°C,2026-03-13 14:00:00
6034,1,Vibration,2.52,mm/s,2026-03-13 14:00:00
6035,1,Temperature,65.31,°C,2026-03-13 22:00:00
6036,1,Vibration,3.0,mm/s,2026-03-13 22:00:00
6037,2,Temperature,73.72,°C,2026-03-13 08:00:00
6038,2,Vibration,1.89,mm/s,2026-03-13 08:00:00
6039,2,Temperature,64.01,°C,2026-03-13 14:00:00
6040,2,Vibration,3.18,mm/s,2026-03-13 14:00:00
6041,2,Temperature,66.07,°C,2026-03-13 22:00:00
6042,2,Vibration,3.11,mm/s,2026-03-13 22:00:00
6043,3,Temperature,79.49,°C,2026-03-13 08:00:00
6044,3,Vibration,5.07,mm/s,2026-03-13 08:00:00
6045,3,Temperature,87.23,°C,2026-03-13 14:00:00
6046,3,Vibration,4.4,mm/s,2026-03-13 14:00:00
6047,3,Temperature,85.07,°C,2026-03-13 22:00:00
6048,3,Vibration,5.34,mm/s,2026-03-13 22:00:00
6049,4,Temperature,60.53,°C,2026-03-13 08:00:00
6050,4,Vibration,2.78,mm/s,2026-03-13 08:00:00
6051,4,Temperature,65.22,°C,2026-03-13 14:00:00
6052,4,Vibration,2.55,mm/s,2026-03-13 14:00:00
6053,4,Temperature,66.01,°C,2026-03-13 22:00:00
6054,4,Vibration,2.32,mm/s,2026-03-13 22:00:00
6055,5,Temperature,67.21,°C,2026-03-13 08:00:00
6056,5,Vibration,2.82,mm/s,2026-03-13 08:00:00
6057,5,Temperature,69.24,°C,2026-03-13 14:00:00
6058,5,Vibration,1.94,mm/s,2026-03-13 14:00:00
6059,5,Temperature,70.87,°C,2026-03-13 22:00:00
6060,5,Vibration,2.12,mm/s,2026-03-13 22:00:00
6061,1,Temperature,72.28,°C,2026-03-14 08:00:00
6062,1,Vibration,3.04,mm/s,2026-03-14 08:00:00
6063,1,Temperature,66.16,°C,2026-03-14 14:00:00
6064,1,Vibration,3.26,mm/s,2026-03-14 14:00:00
6065,1,Temperature,67.16,°C,2026-03-14 22:00:00
6066,1,Vibration,3.53,mm/s,2026-03-14 22:00:00
6067,2,Temperature,65.87,°C,2026-03-14 08:00:00
6068,2,Vibration,2.05,mm/s,2026-03-14 08:00:00
6069,2,Temperature,72.6,°C,2026-03-14 14:00:00
6070,2,Vibration,2.89,mm/s,2026-03-14 14:00:00
6071,2,Temperature,70.6,°C,2026-03-14 22:00:00
6072,2,Vibration,2.37,mm/s,2026-03-14 22:00:00
6073,3,Temperature,76.32,°C,2026-03-14 08:00:00
6074,3,Vibration,5.84,mm/s,2026-03-14 08:00:00
6075,3,Temperature,81.98,°C,2026-03-14 14:00:00
6076,3,Vibration,5.25,mm/s,2026-03-14 14:00:00
6077,3,Temperature,83.97,°C,2026-03-14 22:00:00
6078,3,Vibration,4.83,mm/s,2026-03-14 22:00:00
6079,4,Temperature,65.68,°C,2026-03-14 08:00:00
6080,4,Vibration,3.3,mm/s,2026-03-14 08:00:00
6081,4,Temperature,64.9,°C,2026-03-14 14:00:00
6082,4,Vibration,2.97,mm/s,2026-03-14 14:00:00
6083,4,Temperature,59.03,°C,2026-03-14 22:00:00
6084,4,Vibration,3.06,mm/s,2026-03-14 22:00:00
6085,5,Temperature,62.43,°C,2026-03-14 08:00:00
6086,5,Vibration,3.2,mm/s,2026-03-14 08:00:00
6087,5,Temperature,68.17,°C,2026-03-14 14:00:00
6088,5,Vibration,2.65,mm/s,2026-03-14 14:00:00
6089,5,Temperature,66.7,°C,2026-03-14 22:00:00
6090,5,Vibration,2.57,mm/s,2026-03-14 22:00:00
6091,1,Temperature,67.54,°C,2026-03-15 08:00:00
6092,1,Vibration,2.9,mm/s,2026-03-15 08:00:00
6093,1,Temperature,76.62,°C,2026-03-15 14:00:00
6094,1,Vibration,3.65,mm/s,2026-03-15 14:00:00
6095,1,Temperature,67.39,°C,2026-03-15 22:00:00
6096,1,Vibration,3.13,mm/s,2026-03-15 22:00:00
6097,2,Temperature,68.29,°C,2026-03-15 08:00:00
6098,2,Vibration,2.73,mm/s,2026-03-15 08:00:00
6099,2,Temperature,64.99,°C,2026-03-15 14:00:00
6100,2,Vibration,3.02,mm/s,2026-03-15 14:00:00
6101,2,Temperature,70.54,°C,2026-03-15 22:00:00
6102,2,Vibration,2.38,mm/s,2026-03-15 22:00:00
6103,3,Temperature,87.87,°C,2026-03-15 08:00:00
6104,3,Vibration,5.76,mm/s,2026-03-15 08:00:00
6105,3,Temperature,83.64,°C,2026-03-15 14:00:00
6106,3,Vibration,4.38,mm/s,2026-03-15 14:00:00
6107,3,Temperature,83.2,°C,2026-03-15 22:00:00
6108,3,Vibration,5.14,mm/s,2026-03-15 22:00:00
6109,4,Temperature,66.54,°C,2026-03-15 08:00:00
6110,4,Vibration,3.3,mm/s,2026-03-15 08:00:00
