log_id,production_id,machine_id,employee_id,log_date,quantity_produced
1566,1566,2,2,2025-12-06,892
1567,1567,3,3,2025-12-06,791
1568,1568,3,3,2025-12-06,770
1569,1569,3,3,2025-12-06,792
1570,1570,4,4,2025-12-06,918
1571,1571,4,4,2025-12-06,969
1572,1572,4,4,2025-12-06,970
1573,1573,5,5,2025-12-06,927
1574,1574,5,5,2025-12-06,949
1575,1575,5,5,2025-12-06,881
1576,1576,1,1,2025-12-07,908
1577,1577,1,1,2025-12-07,919
1578,1578,1,1,2025-12-07,898
1579,1579,2,2,2025-12-07,923
1580,1580,2,2,2025-12-07,877
1581,1581,2,2,2025-12-07,898
1582,1582,3,3,2025-12-07,766
1583,1583,3,3,2025-12-07,785
1584,1584,3,3,2025-12-07,812
1585,1585,4,4,2025-12-07,993
1586,1586,4,4,2025-12-07,939
1587,1587,4,4,2025-12-07,976
1588,1588,5,5,2025-12-07,896
1589,1589,5,5,2025-12-07,925
1590,1590,5,5,2025-12-07,904
1591,1591,1,1,2025-12-08,1023
1592,1592,1,1,2025-12-08,982
1593,1593,1,1,2025-12-08,965
1594,1594,2,2,2025-12-08,822
1595,1595,2,2,2025-12-08,888
1596,1596,2,2,2025-12-08,933
1597,1597,3,3,2025-12-08,797
1598,1598,3,3,2025-12-08,868
1599,1599,3,3,2025-12-08,838
1600,1600,4,4,2025-12-08,965
1601,1601,4,4,2025-12-08,1042
1602,1602,4,4,2025-12-08,969
1603,1603,5,5,2025-12-08,1006
1604,1604,5,5,2025-12-08,995
1605,1605,5,5,2025-12-08,941
1606,1606,1,1,2025-12-09,889
1607,1607,1,1,2025-12-09,958
1608,1608,1,1,2025-12-09,906
1609,1609,2,2,2025-12-09,875
1610,1610,2,2,2025-12-09,878
1611,1611,2,2,2025-12-09,855
1612,1612,3,3,2025-12-09,808
1613,1613,3,3,2025-12-09,771
1614,1614,3,3,2025-12-09,790
1615,1615,4,4,2025-12-09,958
1616,1616,4,4,2025-12-09,999
1617,1617,4,4,2025-12-09,996
1618,1618,5,5,2025-12-09,917
1619,1619,5,5,2025-12-09,951
1620,1620,5,5,2025-12-09,979
1621,1621,1,1,2025-12-10,866
1622,1622,1,1,2025-12-10,926
1623,1623,1,1,2025-12-10,912
1624,1624,2,2,2025-12-10,873
1625,1625,2,2,2025-12-10,810
1626,1626,2,2,2025-12-10,815
1627,1627,3,3,2025-12-10,690
1628,1628,3,3,2025-12-10,780
1629,1629,3,3,2025-12-10,778
1630,1630,4,4,2025-12-10,1035
1631,1631,4,4,2025-12-10,985
1632,1632,4,4,2025-12-10,894
1633,1633,5,5,2025-12-10,950
1634,1634,5,5,2025-12-10,1087
1635,1635,5,5,2025-12-10,846
1636,1636,1,1,2025-12-11,1018
1637,1637,1,1,2025-12-11,948
1638,1638,1,1,2025-12-11,933
1639,1639,2,2,2025-12-11,877
1640,1640,2,2,2025-12-11,913
1641,1641,2,2,2025-12-11,883
1642,1642,3,3,2025-12-11,754
1643,1643,3,3,2025-12-11,778
1644,1644,3,3,2025-12-11,814
1645,1645,4,4,2025-12-11,1007
1646,1646,4,4,2025-12-11,1053
1647,1647,4,4,2025-12-11,983
1648,1648,5,5,2025-12-11,981
1649,1649,5,5,2025-12-11,922
1650,1650,5,5,2025-12-11,927
1651,1651,1,1,2025-12-12,945
1652,1652,1,1,2025-12-12,958
1653,1653,1,1,2025-12-12,984
1654,1654,2,2,2025-12-12,881
1655,1655,2,2,2025-12-12,864
1656,1656,2,2,2025-12-12,938
1657,1657,3,3,2025-12-12,835
1658,1658,3,3,2025-12-12,858
1659,1659,3,3,2025-12-12,775
1660,1660,4,4,2025-12-12,970
1661,1661,4,4,2025-12-12,1019
1662,1662,4,4,2025-12-12,961
1663,1663,5,5,2025-12-12,955
1664,1664,5,5,2025-12-12,922
1665,1665,5,5,2025-12-12,942
1666,1666,1,1,2025-12-13,904
1667,1667,1,1,2025-12-13,953
1668,1668,1,1,2025-12-13,830
1669,1669,2,2,2025-12-13,948
1670,1670,2,2,2025-12-13,931
1671,1671,2,2,2025-12-13,862
1672,1672,3,3,2025-12-13,869
1673,1673,3,3,2025-12-13,845
1674,1674,3,3,2025-12-13,755
1675,1675,4,4,2025-12-13,958
1676,1676,4,4,2025-12-13,937
1677,1677,4,4,2025-12-13,994
1678,1678,5,5,2025-12-13,907
1679,1679,5,5,2025-12-13,853
1680,1680,5,5,2025-12-13,927
1681,1681,1,1,2025-12-14,986
1682,1682,1,1,2025-12-14,954
1683,1683,1,1,2025-12-14,971
1684,1684,2,2,2025-12-14,907
1685,1685,2,2,2025-12-14,929
1686,1686,2,2,2025-12-14,911
1687,1687,3,3,2025-12-14,795
1688,1688,3,3,2025-12-14,803
1689,1689,3,3,2025-12-14,860
1690,1690,4,4,2025-12-14,1004
1691,1691,4,4,2025-12-14,941
1692,1692,4,4,2025-12-14,983
1693,1693,5,5,2025-12-14,943
1694,1694,5,5,2025-12-14,923
1695,1695,5,5,2025-12-14,853
1696,1696,1,1,2025-12-15,915
1697,1697,1,1,2025-12-15,933
1698,1698,1,1,2025-12-15,1025
1699,1699,2,2,2025-12-15,919
1700,1700,2,2,2025-12-15,838
1701,1701,2,2,2025-12-15,896
1702,1702,3,3,2025-12-15,853
1703,1703,3,3,2025-12-15,776
1704,1704,3,3,2025-12-15,841
1705,1705,4,4,2025-12-15,919
1706,1706,4,4,2025-12-15,866
1707,1707,4,4,2025-12-15,1028
1708,1708,5,5,2025-12-15,911
1709,1709,5,5,2025-12-15,855
1710,1710,5,5,2025-12-15,914
1711,1711,1,1,2025-12-16,957
1712,1712,1,1,2025-12-16,967
1713,1713,1,1,2025-12-16,850
1714,1714,2,2,2025-12-16,873
1715,1715,2,2,2025-12-16,902
1716,1716,2,2,2025-12-16,917
1717,1717,3,3,2025-12-16,761
1718,1718,3,3,2025-12-16,791
1719,1719,3,3,2025-12-16,776
1720,1720,4,4,2025-12-16,988
1721,1721,4,4,2025-12-16,1026
1722,1722,4,4,2025-12-16,966
1723,1723,5,5,2025-12-16,875
1724,1724,5,5,2025-12-16,901
1725,1725,5,5,2025-12-16,999
1726,1726,1,1,2025-12-17,915
1727,1727,1,1,2025-12-17,901
1728,1728,1,1,2025-12-17,934
1729,1729,2,2,2025-12-17,896
1730,1730,2,2,2025-12-17,878
1731,1731,2,2,2025-12-17,839
1732,1732,3,3,2025-12-17,812
1733,1733,3,3,2025-12-17,809
1734,1734,3,3,2025-12-17,827
1735,1735,4,4,2025-12-17,988
1736,1736,4,4,2025-12-17,1045
1737,1737,4,4,2025-12-17,1011
1738,1738,5,5,2025-12-17,952
1739,1739,5,5,2025-12-17,978
1740,1740,5,5,2025-12-17,935
1741,1741,1,1,2025-12-18,942
1742,1742,1,1,2025-12-18,962
1743,1743,1,1,2025-12-18,871
1744,1744,2,2,2025-12-18,905
1745,1745,2,2,2025-12-18,896
1746,1746,2,2,2025-12-18,916
1747,1747,3,3,2025-12-18,841
1748,1748,3,3,2025-12-18,823
1749,1749,3,3,2025-12-18,771
1750,1750,4,4,2025-12-18,1014
1751,1751,4,4,2025-12-18,1045
1752,1752,4,4,2025-12-18,1022
1753,1753,5,5,2025-12-18,878
1754,1754,5,5,2025-12-18,952
1755,1755,5,5,2025-12-18,883
1756,1756,1,1,2025-12-19,938
1757,1757,1,1,2025-12-19,965
1758,1758,1,1,2025-12-19,960
1759,1759,2,2,2025-12-19,941
1760,1760,2,2,2025-12-19,966
1761,1761,2,2,2025-12-19,919
1762,1762,3,3,2025-12-19,785
1763,1763,3,3,2025-12-19,723
1764,1764,3,3,2025-12-19,852
1765,1765,4,4,2025-12-19,976
1766,1766,4,4,2025-12-19,978
1767,1767,4,4,2025-12-19,981
1768,1768,5,5,2025-12-19,947
1769,1769,5,5,2025-12-19,948
1770,1770,5,5,2025-12-19,919
1771,1771,1,1,2025-12-20,946
1772,1772,1,1,2025-12-20,925
1773,1773,1,1,2025-12-20,921
1774,1774,2,2,2025-12-20,871
1775,1775,2,2,2025-12-20,895
1776,1776,2,2,2025-12-20,864
1777,1777,3,3,2025-12-20,683
1778,1778,3,3,2025-12-20,785
1779,1779,3,3,2025-12-20,750
1780,1780,4,4,2025-12-20,984
1781,1781,4,4,2025-12-20,955
1782,1782,4,4,2025-12-20,998
1783,1783,5,5,2025-12-20,883
1784,1784,5,5,2025-12-20,859
1785,1785,5,5,2025-12-20,926
1786,1786,1,1,2025-12-21,933
1787,1787,1,1,2025-12-21,897
1788,1788,1,1,2025-12-21,981
1789,1789,2,2,2025-12-21,859
1790,1790,2,2,2025-12-21,869
1791,1791,2,2,2025-12-21,939
1792,1792,3,3,2025-12-21,820
1793,1793,3,3,2025-12-21,755
1794,1794,3,3,2025-12-21,786
1795,1795,4,4,2025-12-21,932
1796,1796,4,4,2025-12-21,1015
1797,1797,4,4,2025-12-21,1015
1798,1798,5,5,2025-12-21,1003
1799,1799,5,5,2025-12-21,1021
1800,1800,5,5,2025-12-21,905
1801,1801,1,1,2025-12-22,978
1802,1802,1,1,2025-12-22,874
1803,1803,1,1,2025-12-22,957
1804,1804,2,2,2025-12-22,917
1805,1805,2,2,2025-12-22,861
1806,1806,2,2,2025-12-22,872
1807,1807,3,3,2025-12-22,836
1808,1808,3,3,2025-12-22,818
1809,1809,3,3,2025-12-22,866
1810,1810,4,4,2025-12-22,1040
1811,1811,4,4,2025-12-22,913
1812,1812,4,4,2025-12-22,959
1813,1813,5,5,2025-12-22,887
1814,1814,5,5,2025-12-22,960
1815,1815,5,5,2025-12-22,941
1816,1816,1,1,2025-12-23,910
1817,1817,1,1,2025-12-23,916
1818,1818,1,1,2025-12-23,999
1819,1819,2,2,2025-12-23,883
1820,1820,2,2,2025-12-23,818
1821,1821,2,2,2025-12-23,857
1822,1822,3,3,2025-12-23,876
1823,1823,3,3,2025-12-23,840
1824,1824,3,3,2025-12-23,749
1825,1825,4,4,2025-12-23,987
1826,1826,4,4,2025-12-23,1017
1827,1827,4,4,2025-12-23,913
1828,1828,5,5,2025-12-23,972
1829,1829,5,5,2025-12-23,947
1830,1830,5,5,2025-12-23,900
1831,1831,1,1,2025-12-24,974
1832,1832,1,1,2025-12-24,961
1833,1833,1,1,2025-12-24,964
1834,1834,2,2,2025-12-24,905
1835,1835,2,2,2025-12-24,864
1836,1836,2,2,2025-12-24,871
1837,1837,3,3,2025-12-24,790
1838,1838,3,3,2025-12-24,801
1839,1839,3,3,2025-12-24,826
1840,1840,4,4,2025-12-24,1057
1841,1841,4,4,2025-12-24,989
1842,1842,4,4,2025-12-24,1005
1843,1843,5,5,2025-12-24,965
1844,1844,5,5,2025-12-24,958
1845,1845,5,5,2025-12-24,893
1846,1846,1,1,2025-12-25,1004
1847,1847,1,1,2025-12-25,996
1848,1848,1,1,2025-12-25,955
1849,1849,2,2,2025-12-25,865
1850,1850,2,2,2025-12-25,901
1851,1851,2,2,2025-12-25,837
1852,1852,3,3,2025-12-25,860
1853,1853,3,3,2025-12-25,774
1854,1854,3,3,2025-12-25,788
1855,1855,4,4,2025-12-25,1036
1856,1856,4,4,2025-12-25,880
1857,1857,4,4,2025-12-25,1031
1858,1858,5,5,2025-12-25,943
1859,1859,5,5,2025-12-25,997
1860,1860,5,5,2025-12-25,892
1861,1861,1,1,2025-12-26,963
1862,1862,1,1,2025-12-26,912
1863,1863,1,1,2025-12-26,994
1864,1864,2,2,2025-12-26,942
1865,1865,2,2,2025-12-26,970
1866,1866,2,2,2025-12-26,899
1867,1867,3,3,2025-12-26,883
1868,1868,3,3,2025-12-26,759
1869,1869,3,3,2025-12-26,797
1870,1870,4,4,2025-12-26,940
1871,1871,4,4,2025-12-26,987
1872,1872,4,4,2025-12-26,943
1873,1873,5,5,2025-12-26,974
1874,1874,5,5,2025-12-26,949
1875,1875,5,5,2025-12-26,886
1876,1876,1,1,2025-12-27,983
1877,1877,1,1,2025-12-27,1013
1878,1878,1,1,2025-12-27,972
1879,1879,2,2,2025-12-27,845
1880,1880,2,2,2025-12-27,894
1881,1881,2,2,2025-12-27,928
1882,1882,3,3,2025-12-27,790
1883,1883,3,3,2025-12-27,758
1884,1884,3,3,2025-12-27,849
1885,1885,4,4,2025-12-27,968
1886,1886,4,4,2025-12-27,1043
1887,1887,4,4,2025-12-27,959
1888,1888,5,5,2025-12-27,916
1889,1889,5,5,2025-12-27,906
1890,1890,5,5,2025-12-27,923
1891,1891,1,1,2025-12-28,968
1892,1892,1,1,2025-12-28,910
1893,1893,1,1,2025-12-28,903
1894,1894,2,2,2025-12-28,832
1895,1895,2,2,2025-12-28,828
1896,1896,2,2,2025-12-28,845
1897,1897,3,3,2025-12-28,778
1898,1898,3,3,2025-12-28,807
1899,1899,3,3,2025-12-28,816
1900,1900,4,4,2025-12-28,985
1901,1901,4,4,2025-12-28,1038
1902,1902,4,4,2025-12-28,1052
1903,1903,5,5,2025-12-28,918
1904,1904,5,5,2025-12-28,891
1905,1905,5,5,2025-12-28,1016
1906,1906,1,1,2025-12-29,997
1907,1907,1,1,2025-12-29,994
1908,1908,1,1,2025-12-29,927
1909,1909,2,2,2025-12-29,934
1910,1910,2,2,2025-12-29,905
1911,1911,2,2,2025-12-29,897
1912,1912,3,3,2025-12-29,796
1913,1913,3,3,2025-12-29,820
1914,1914,3,3,2025-12-29,859
1915,1915,4,4,2025-12-29,1070
1916,1916,4,4,2025-12-29,963
1917,1917,4,4,2025-12-29,987
1918,1918,5,5,2025-12-29,926
1919,1919,5,5,2025-12-29,947
1920,1920,5,5,2025-12-29,828
1921,1921,1,1,2025-12-30,941
1922,1922,1,1,2025-12-30,1031
1923,1923,1,1,2025-12-30,923
1924,1924,2,2,2025-12-30,883
1925,1925,2,2,2025-12-30,877
1926,1926,2,2,2025-12-30,894
1927,1927,3,3,2025-12-30,748
1928,1928,3,3,2025-12-30,778
1929,1929,3,3,2025-12-30,817
1930,1930,4,4,2025-12-30,996
1931,1931,4,4,2025-12-30,990
1932,1932,4,4,2025-12-30,1035
1933,1933,5,5,2025-12-30,948
1934,1934,5,5,2025-12-30,983
1935,1935,5,5,2025-12-30,1020
1936,1936,1,1,2025-12-31,985
1937,1937,1,1,2025-12-31,898
1938,1938,1,1,2025-12-31,961
1939,1939,2,2,2025-12-31,905
1940,1940,2,2,2025-12-31,963
1941,1941,2,2,2025-12-31,895
1942,1942,3,3,2025-12-31,767
1943,1943,3,3,2025-12-31,780
1944,1944,3,3,2025-12-31,749
1945,1945,4,4,2025-12-31,862
1946,1946,4,4,2025-12-31,1062
1947,1947,4,4,2025-12-31,980
1948,1948,5,5,2025-12-31,883
1949,1949,5,5,2025-12-31,997
1950,1950,5,5,2025-12-31,1005
1951,1951,1,1,2026-01-01,957
1952,1952,1,1,2026-01-01,896
1953,1953,1,1,2026-01-01,931
1954,1954,2,2,2026-01-01,891
1955,1955,2,2,2026-01-01,902
1956,1956,2,2,2026-01-01,857
1957,1957,3,3,2026-01-01,839
1958,1958,3,3,2026-01-01,715
1959,1959,3,3,2026-01-01,846
1960,1960,4,4,2026-01-01,1035
1961,1961,4,4,2026-01-01,965
1962,1962,4,4,2026-01-01,977
1963,1963,5,5,2026-01-01,991
1964,1964,5,5,2026-01-01,956
1965,1965,5,5,2026-01-01,916
1966,1966,1,1,2026-01-02,941
1967,1967,1,1,2026-01-02,970
1968,1968,1,1,2026-01-02,1027
1969,1969,2,2,2026-01-02,892
1970,1970,2,2,2026-01-02,885
1971,1971,2,2,2026-01-02,901
1972,1972,3,3,2026-01-02,802
1973,1973,3,3,2026-01-02,812
1974,1974,3,3,2026-01-02,797
1975,1975,4,4,2026-01-02,1028
1976,1976,4,4,2026-01-02,944
1977,1977,4,4,2026-01-02,997
1978,1978,5,5,2026-01-02,949
1979,1979,5,5,2026-01-02,898
1980,1980,5,5,2026-01-02,946
1981,1981,1,1,2026-01-03,970
1982,1982,1,1,2026-01-03,850
1983,1983,1,1,2026-01-03,911
1984,1984,2,2,2026-01-03,965
1985,1985,2,2,2026-01-03,876
1986,1986,2,2,2026-01-03,853
1987,1987,3,3,2026-01-03,726
1988,1988,3,3,2026-01-03,757
1989,1989,3,3,2026-01-03,795
1990,1990,4,4,2026-01-03,930
1991,1991,4,4,2026-01-03,1007
1992,1992,4,4,2026-01-03,947
1993,1993,5,5,2026-01-03,943
1994,1994,5,5,2026-01-03,988
1995,1995,5,5,2026-01-03,985
1996,1996,1,1,2026-01-04,962
1997,1997,1,1,2026-01-04,905
1998,1998,1,1,2026-01-04,948
1999,1999,2,2,2026-01-04,913
2000,2000,2,2,2026-01-04,1000
2001,2001,2,2,2026-01-04,826
2002,2002,3,3,2026-01-04,798
2003,2003,3,3,2026-01-04,825
2004,2004,3,3,2026-01-04,804
2005,2005,4,4,2026-01-04,989
2006,2006,4,4,2026-01-04,949
2007,2007,4,4,2026-01-04,1018
2008,2008,5,5,2026-01-04,932
2009,2009,5,5,2026-01-04,939
2010,2010,5,5,2026-01-04,972
2011,2011,1,1,2026-01-05,938
2012,2012,1,1,2026-01-05,1002
2013,2013,1,1,2026-01-05,899
2014,2014,2,2,2026-01-05,911
2015,2015,2,2,2026-01-05,867
2016,2016,2,2,2026-01-05,857
2017,2017,3,3,2026-01-05,876
2018,2018,3,3,2026-01-05,751
2019,2019,3,3,2026-01-05,802
2020,2020,4,4,2026-01-05,928
2021,2021,4,4,2026-01-05,1029
2022,2022,4,4,2026-01-05,964
2023,2023,5,5,2026-01-05,972
2024,2024,5,5,2026-01-05,954
2025,2025,5,5,2026-01-05,1022
2026,2026,1,1,2026-01-06,890
2027,2027,1,1,2026-01-06,911
2028,2028,1,1,2026-01-06,990
2029,2029,2,2,2026-01-06,913
2030,2030,2,2,2026-01-06,890
2031,2031,2,2,2026-01-06,981
2032,2032,3,3,2026-01-06,800
2033,2033,3,3,2026-01-06,768
2034,2034,3,3,2026-01-06,843
2035,2035,4,4,2026-01-06,981
2036,2036,4,4,2026-01-06,984
2037,2037,4,4,2026-01-06,1007
2038,2038,5,5,2026-01-06,959
2039,2039,5,5,2026-01-06,890
2040,2040,5,5,2026-01-06,918
2041,2041,1,1,2026-01-07,895
2042,2042,1,1,2026-01-07,964
2043,2043,1,1,2026-01-07,1025
2044,2044,2,2,2026-01-07,862
2045,2045,2,2,2026-01-07,838
2046,2046,2,2,2026-01-07,874
2047,2047,3,3,2026-01-07,790
2048,2048,3,3,2026-01-07,829
2049,2049,3,3,2026-01-07,786
2050,2050,4,4,2026-01-07,994
2051,2051,4,4,2026-01-07,960
2052,2052,4,4,2026-01-07,972
2053,2053,5,5,2026-01-07,897
2054,2054,5,5,2026-01-07,885
2055,2055,5,5,2026-01-07,961
2056,2056,1,1,2026-01-08,932
2057,2057,1,1,2026-01-08,967
2058,2058,1,1,2026-01-08,916
2059,2059,2,2,2026-01-08,900
2060,2060,2,2,2026-01-08,816
2061,2061,2,2,2026-01-08,885
2062,2062,3,3,2026-01-08,770
2063,2063,3,3,2026-01-08,847
2064,2064,3,3,2026-01-08,749
2065,2065,4,4,2026-01-08,974
2066,2066,4,4,2026-01-08,993
2067,2067,4,4,2026-01-08,1021
2068,2068,5,5,2026-01-08,964
2069,2069,5,5,2026-01-08,927
2070,2070,5,5,2026-01-08,932
2071,2071,1,1,2026-01-09,997
2072,2072,1,1,2026-01-09,946
2073,2073,1,1,2026-01-09,957
2074,2074,2,2,2026-01-09,949
2075,2075,2,2,2026-01-09,999
2076,2076,2,2,2026-01-09,910
2077,2077,3,3,2026-01-09,821
2078,2078,3,3,2026-01-09,833
2079,2079,3,3,2026-01-09,848
2080,2080,4,4,2026-01-09,1022
2081,2081,4,4,2026-01-09,957
2082,2082,4,4,2026-01-09,993
2083,2083,5,5,2026-01-09,972
2084,2084,5,5,2026-01-09,988
2085,2085,5,5,2026-01-09,924
2086,2086,1,1,2026-01-10,962
2087,2087,1,1,2026-01-10,966
2088,2088,1,1,2026-01-10,951
2089,2089,2,2,2026-01-10,911
2090,2090,2,2,2026-01-10,814
2091,2091,2,2,2026-01-10,1029
2092,2092,3,3,2026-01-10,892
2093,2093,3,3,2026-01-10,792
2094,2094,3,3,2026-01-10,795
2095,2095,4,4,2026-01-10,914
2096,2096,4,4,2026-01-10,908
2097,2097,4,4,2026-01-10,999
2098,2098,5,5,2026-01-10,972
2099,2099,5,5,2026-01-10,964
2100,2100,5,5,2026-01-10,896
2101,2101,1,1,2026-01-11,981
2102,2102,1,1,2026-01-11,945
2103,2103,1,1,2026-01-11,935
2104,2104,2,2,2026-01-11,846
2105,2105,2,2,2026-01-11,871
2106,2106,2,2,2026-01-11,920
2107,2107,3,3,2026-01-11,812
2108,2108,3,3,2026-01-11,806
2109,2109,3,3,2026-01-11,712
2110,2110,4,4,2026-01-11,987
2111,2111,4,4,2026-01-11,956
2112,2112,4,4,2026-01-11,993
2113,2113,5,5,2026-01-11,980
2114,2114,5,5,2026-01-11,912
2115,2115,5,5,2026-01-11,934
2116,2116,1,1,2026-01-12,1031
2117,2117,1,1,2026-01-12,961
2118,2118,1,1,2026-01-12,949
2119,2119,2,2,2026-01-12,867
2120,2120,2,2,2026-01-12,932
2121,2121,2,2,2026-01-12,860
2122,2122,3,3,2026-01-12,852
2123,2123,3,3,2026-01-12,826
2124,2124,3,3,2026-01-12,777
2125,2125,4,4,2026-01-12,948
2126,2126,4,4,2026-01-12,949
2127,2127,4,4,2026-01-12,909
2128,2128,5,5,2026-01-12,948
2129,2129,5,5,2026-01-12,846
2130,2130,5,5,2026-01-12,926
2131,2131,1,1,2026-01-13,943
2132,2132,1,1,2026-01-13,936
2133,2133,1,1,2026-01-13,968
2134,2134,2,2,2026-01-13,877
2135,2135,2,2,2026-01-13,907
2136,2136,2,2,2026-01-13,952
2137,2137,3,3,2026-01-13,823
2138,2138,3,3,2026-01-13,783
2139,2139,3,3,2026-01-13,800
2140,2140,4,4,2026-01-13,966
2141,2141,4,4,2026-01-13,973
2142,2142,4,4,2026-01-13,988
2143,2143,5,5,2026-01-13,874
2144,2144,5,5,2026-01-13,865
2145,2145,5,5,2026-01-13,894
2146,2146,1,1,2026-01-14,970
2147,2147,1,1,2026-01-14,976
2148,2148,1,1,2026-01-14,982
2149,2149,2,2,2026-01-14,865
2150,2150,2,2,2026-01-14,903
2151,2151,2,2,2026-01-14,884
2152,2152,3,3,2026-01-14,795
2153,2153,3,3,2026-01-14,784
2154,2154,3,3,2026-01-14,810
2155,2155,4,4,2026-01-14,953
2156,2156,4,4,2026-01-14,1026
2157,2157,4,4,2026-01-14,1027
2158,2158,5,5,2026-01-14,949
2159,2159,5,5,2026-01-14,971
2160,2160,5,5,2026-01-14,873
2161,2161,1,1,2026-01-15,999
2162,2162,1,1,2026-01-15,965
2163,2163,1,1,2026-01-15,925
2164,2164,2,2,2026-01-15,871
2165,2165,2,2,2026-01-15,964
2166,2166,2,2,2026-01-15,933
2167,2167,3,3,2026-01-15,794
2168,2168,3,3,2026-01-15,742
2169,2169,3,3,2026-01-15,851
2170,2170,4,4,2026-01-15,935
2171,2171,4,4,2026-01-15,965
2172,2172,4,4,2026-01-15,973
2173,2173,5,5,2026-01-15,901
2174,2174,5,5,2026-01-15,922
2175,2175,5,5,2026-01-15,929
2176,2176,1,1,2026-01-16,941
2177,2177,1,1,2026-01-16,962
2178,2178,1,1,2026-01-16,1016
2179,2179,2,2,2026-01-16,844
2180,2180,2,2,2026-01-16,906
2181,2181,2,2,2026-01-16,856
2182,2182,3,3,2026-01-16,740
2183,2183,3,3,2026-01-16,838
2184,2184,3,3,2026-01-16,809
2185,2185,4,4,2026-01-16,918
2186,2186,4,4,2026-01-16,972
2187,2187,4,4,2026-01-16,906
2188,2188,5,5,2026-01-16,894
2189,2189,5,5,2026-01-16,842
2190,2190,5,5,2026-01-16,923
2191,2191,1,1,2026-01-17,977
2192,2192,1,1,2026-01-17,973
2193,2193,1,1,2026-01-17,934
2194,2194,2,2,2026-01-17,940
2195,2195,2,2,2026-01-17,955
2196,2196,2,2,2026-01-17,928
2197,2197,3,3,2026-01-17,777
2198,2198,3,3,2026-01-17,794
2199,2199,3,3,2026-01-17,864
2200,2200,4,4,2026-01-17,967
2201,2201,4,4,2026-01-17,1003
2202,2202,4,4,2026-01-17,950
2203,2203,5,5,2026-01-17,970
2204,2204,5,5,2026-01-17,896
2205,2205,5,5,2026-01-17,926
2206,2206,1,1,2026-01-18,971
2207,2207,1,1,2026-01-18,1024
2208,2208,1,1,2026-01-18,958
2209,2209,2,2,2026-01-18,889
2210,2210,2,2,2026-01-18,886
2211,2211,2,2,2026-01-18,938
2212,2212,3,3,2026-01-18,818
2213,2213,3,3,2026-01-18,826
2214,2214,3,3,2026-01-18,861
2215,2215,4,4,2026-01-18,982
2216,2216,4,4,2026-01-18,995
2217,2217,4,4,2026-01-18,966
2218,2218,5,5,2026-01-18,899
2219,2219,5,5,2026-01-18,906
2220,2220,5,5,2026-01-18,834
2221,2221,1,1,2026-01-19,971
2222,2222,1,1,2026-01-19,967
2223,2223,1,1,2026-01-19,970
2224,2224,2,2,2026-01-19,866
2225,2225,2,2,2026-01-19,876
2226,2226,2,2,2026-01-19,875
2227,2227,3,3,2026-01-19,844
2228,2228,3,3,2026-01-19,807
2229,2229,3,3,2026-01-19,801
2230,2230,4,4,2026-01-19,1010
2231,2231,4,4,2026-01-19,955
2232,2232,4,4,2026-01-19,994
2233,2233,5,5,2026-01-19,1010
2234,2234,5,5,2026-01-19,981
2235,2235,5,5,2026-01-19,943
2236,2236,1,1,2026-01-20,953
2237,2237,1,1,2026-01-20,970
2238,2238,1,1,2026-01-20,1007
2239,2239,2,2,2026-01-20,954
2240,2240,2,2,2026-01-20,965
2241,2241,2,2,2026-01-20,909
2242,2242,3,3,2026-01-20,716
2243,2243,3,3,2026-01-20,876
2244,2244,3,3,2026-01-20,769
2245,2245,4,4,2026-01-20,900
2246,2246,4,4,2026-01-20,1010
2247,2247,4,4,2026-01-20,897
2248,2248,5,5,2026-01-20,931
2249,2249,5,5,2026-01-20,846
2250,2250,5,5,2026-01-20,917
2251,2251,1,1,2026-01-21,1015
2252,2252,1,1,2026-01-21,964
2253,2253,1,1,2026-01-21,950
2254,2254,2,2,2026-01-21,918
2255,2255,2,2,2026-01-21,791
2256,2256,2,2,2026-01-21,874
2257,2257,3,3,2026-01-21,780
2258,2258,3,3,2026-01-21,825
2259,2259,3,3,2026-01-21,760
2260,2260,4,4,2026-01-21,987
2261,2261,4,4,2026-01-21,976
2262,2262,4,4,2026-01-21,956
2263,2263,5,5,2026-01-21,909
2264,2264,5,5,2026-01-21,926
2265,2265,5,5,2026-01-21,855
2266,2266,1,1,2026-01-22,981
2267,2267,1,1,2026-01-22,918
2268,2268,1,1,2026-01-22,939
2269,2269,2,2,2026-01-22,963
2270,2270,2,2,2026-01-22,932
2271,2271,2,2,2026-01-22,853
2272,2272,3,3,2026-01-22,686
2273,2273,3,3,2026-01-22,820
2274,2274,3,3,2026-01-22,791
2275,2275,4,4,2026-01-22,988
2276,2276,4,4,2026-01-22,1010
2277,2277,4,4,2026-01-22,1017
2278,2278,5,5,2026-01-22,913
2279,2279,5,5,2026-01-22,925
2280,2280,5,5,2026-01-22,945
2281,2281,1,1,2026-01-23,968
2282,2282,1,1,2026-01-23,957
2283,2283,1,1,2026-01-23,1008
2284,2284,2,2,2026-01-23,917
2285,2285,2,2,2026-01-23,929
2286,2286,2,2,2026-01-23,911
2287,2287,3,3,2026-01-23,760
2288,2288,3,3,2026-01-23,774
2289,2289,3,3,2026-01-23,752
2290,2290,4,4,2026-01-23,1022
2291,2291,4,4,2026-01-23,918
2292,2292,4,4,2026-01-23,974
2293,2293,5,5,2026-01-23,915
2294,2294,5,5,2026-01-23,849
2295,2295,5,5,2026-01-23,914
2296,2296,1,1,2026-01-24,937
