quality_id,production_id,inspection_date,defect_type,defect_count,quality_status
2734,2734,2026-02-22,Missing Component,4,Pass
2735,2735,2026-02-22,Missing Component,16,Fail
2736,2736,2026-02-22,Component Misplacement,18,Fail
2737,2737,2026-02-22,Component Misplacement,3,Pass
2738,2738,2026-02-22,Overheating,19,Fail
2739,2739,2026-02-22,Solder Defect,8,Pass
2740,2740,2026-02-22,PCB Damage,14,Pass
2741,2741,2026-02-22,Overheating,8,Pass
2742,2742,2026-02-22,Component Misplacement,13,Pass
2743,2743,2026-02-22,PCB Damage,4,Pass
2744,2744,2026-02-22,Solder Defect,19,Fail
2745,2745,2026-02-22,Component Misplacement,8,Pass
2746,2746,2026-02-23,Missing Component,12,Pass
2747,2747,2026-02-23,Missing Component,7,Pass
2748,2748,2026-02-23,Overheating,20,Fail
2749,2749,2026-02-23,PCB Damage,4,Pass
2750,2750,2026-02-23,Missing Component,18,Fail
2751,2751,2026-02-23,Component Misplacement,10,Pass
2752,2752,2026-02-23,Overheating,2,Pass
2753,2753,2026-02-23,Overheating,12,Pass
2754,2754,2026-02-23,Component Misplacement,3,Pass
2755,2755,2026-02-23,Overheating,6,Pass
2756,2756,2026-02-23,PCB Damage,5,Pass
2757,2757,2026-02-23,PCB Damage,12,Pass
2758,2758,2026-02-23,Missing Component,14,Pass
2759,2759,2026-02-23,Solder Defect,6,Pass
2760,2760,2026-02-23,Component Misplacement,12,Pass
2761,2761,2026-02-24,Solder Defect,26,Fail
2762,2762,2026-02-24,Component Misplacement,11,Pass
2763,2763,2026-02-24,Overheating,11,Pass
2764,2764,2026-02-24,Missing Component,3,Pass
2765,2765,2026-02-24,PCB Damage,10,Pass
2766,2766,2026-02-24,Missing Component,6,Pass
2767,2767,2026-02-24,Overheating,2,Pass
2768,2768,2026-02-24,Overheating,6,Pass
2769,2769,2026-02-24,Missing Component,15,Fail
2770,2770,2026-02-24,Solder Defect,21,Fail
2771,2771,2026-02-24,Solder Defect,2,Pass
2772,2772,2026-02-24,Overheating,17,Fail
2773,2773,2026-02-24,Missing Component,14,Pass
2774,2774,2026-02-24,Overheating,23,Fail
2775,2775,2026-02-24,PCB Damage,4,Pass
2776,2776,2026-02-25,Solder Defect,11,Pass
2777,2777,2026-02-25,Component Misplacement,24,Fail
2778,2778,2026-02-25,Solder Defect,20,Fail
2779,2779,2026-02-25,Solder Defect,9,Pass
2780,2780,2026-02-25,Component Misplacement,14,Pass
2781,2781,2026-02-25,Overheating,10,Pass
2782,2782,2026-02-25,Solder Defect,1,Pass
2783,2783,2026-02-25,PCB Damage,8,Pass
2784,2784,2026-02-25,Overheating,2,Pass
2785,2785,2026-02-25,Overheating,11,Pass
2786,2786,2026-02-25,Solder Defect,12,Pass
2787,2787,2026-02-25,PCB Damage,4,Pass
2788,2788,2026-02-25,Missing Component,24,Fail
2789,2789,2026-02-25,PCB Damage,12,Pass
2790,2790,2026-02-25,PCB Damage,3,Pass
2791,2791,2026-02-26,PCB Damage,10,Pass
2792,2792,2026-02-26,Solder Defect,16,Fail
2793,2793,2026-02-26,PCB Damage,18,Fail
2794,2794,2026-02-26,PCB Damage,16,Fail
2795,2795,2026-02-26,Solder Defect,18,Fail
2796,2796,2026-02-26,PCB Damage,5,Pass
2797,2797,2026-02-26,Component Misplacement,9,Pass
2798,2798,2026-02-26,Missing Component,17,Fail
2799,2799,2026-02-26,Component Misplacement,13,Pass
2800,2800,2026-02-26,Solder Defect,11,Pass
2801,2801,2026-02-26,Solder Defect,3,Pass
2802,2802,2026-02-26,Solder Defect,7,Pass
2803,2803,2026-02-26,PCB Damage,13,Pass
2804,2804,2026-02-26,Solder Defect,11,Pass
2805,2805,2026-02-26,PCB Damage,10,Pass
2806,2806,2026-02-27,PCB Damage,10,Pass
2807,2807,2026-02-27,PCB Damage,7,Pass
2808,2808,2026-02-27,Overheating,24,Fail
2809,2809,2026-02-27,PCB Damage,5,Pass
2810,2810,2026-02-27,PCB Damage,6,Pass
2811,2811,2026-02-27,Solder Defect,10,Pass
2812,2812,2026-02-27,Overheating,6,Pass
2813,2813,2026-02-27,Component Misplacement,3,Pass
2814,2814,2026-02-27,Solder Defect,16,Fail
2815,2815,2026-02-27,Component Misplacement,17,Fail
2816,2816,2026-02-27,Component Misplacement,3,Pass
2817,2817,2026-02-27,Solder Defect,11,Pass
2818,2818,2026-02-27,Missing Component,9,Pass
2819,2819,2026-02-27,Solder Defect,11,Pass
2820,2820,2026-02-27,PCB Damage,4,Pass
2821,2821,2026-02-28,Component Misplacement,6,Pass
2822,2822,2026-02-28,Component Misplacement,10,Pass
2823,2823,2026-02-28,Component Misplacement,12,Pass
2824,2824,2026-02-28,Solder Defect,7,Pass
2825,2825,2026-02-28,Component Misplacement,16,Fail
2826,2826,2026-02-28,Missing Component,18,Fail
2827,2827,2026-02-28,Overheating,6,Pass
2828,2828,2026-02-28,Solder Defect,18,Fail
2829,2829,2026-02-28,PCB Damage,3,Pass
2830,2830,2026-02-28,Overheating,11,Pass
2831,2831,2026-02-28,Overheating,18,Fail
2832,2832,2026-02-28,PCB Damage,26,Fail
2833,2833,2026-02-28,Component Misplacement,18,Fail
2834,2834,2026-02-28,PCB Damage,19,Fail
2835,2835,2026-02-28,Component Misplacement,9,Pass
2836,2836,2026-03-01,Overheating,14,Pass
2837,2837,2026-03-01,Component Misplacement,13,Pass
2838,2838,2026-03-01,Missing Component,5,Pass
2839,2839,2026-03-01,Overheating,19,Fail
2840,2840,2026-03-01,Component Misplacement,8,Pass
2841,2841,2026-03-01,Missing Component,22,Fail
2842,2842,2026-03-01,Solder Defect,20,Fail
2843,2843,2026-03-01,Solder Defect,3,Pass
2844,2844,2026-03-01,Missing Component,7,Pass
2845,2845,2026-03-01,Solder Defect,16,Fail
2846,2846,2026-03-01,Component Misplacement,22,Fail
2847,2847,2026-03-01,Component Misplacement,6,Pass
2848,2848,2026-03-01,Component Misplacement,5,Pass
2849,2849,2026-03-01,Component Misplacement,22,Fail
2850,2850,2026-03-01,Missing Component,10,Pass
2851,2851,2026-03-02,Missing Component,8,Pass
2852,2852,2026-03-02,Component Misplacement,26,Fail
2853,2853,2026-03-02,Missing Component,4,Pass
2854,2854,2026-03-02,PCB Damage,25,Fail
2855,2855,2026-03-02,Component Misplacement,10,Pass
2856,2856,2026-03-02,Missing Component,21,Fail
2857,2857,2026-03-02,PCB Damage,16,Fail
2858,2858,2026-03-02,Overheating,8,Pass
2859,2859,2026-03-02,Component Misplacement,11,Pass
2860,2860,2026-03-02,PCB Damage,15,Fail
2861,2861,2026-03-02,Missing Component,12,Pass
2862,2862,2026-03-02,Missing Component,8,Pass
2863,2863,2026-03-02,Component Misplacement,17,Fail
2864,2864,2026-03-02,Missing Component,18,Fail
2865,2865,2026-03-02,Missing Component,12,Pass
2866,2866,2026-03-03,Solder Defect,19,Fail
2867,2867,2026-03-03,Component Misplacement,11,Pass
2868,2868,2026-03-03,Overheating,12,Pass
2869,2869,2026-03-03,Overheating,4,Pass
2870,2870,2026-03-03,PCB Damage,13,Pass
2871,2871,2026-03-03,Overheating,25,Fail
2872,2872,2026-03-03,Solder Defect,15,Fail
2873,2873,2026-03-03,Missing Component,13,Pass
2874,2874,2026-03-03,Component Misplacement,13,Pass
2875,2875,2026-03-03,PCB Damage,20,Fail
2876,2876,2026-03-03,Missing Component,5,Pass
2877,2877,2026-03-03,Overheating,1,Pass
2878,2878,2026-03-03,Missing Component,12,Pass
2879,2879,2026-03-03,Component Misplacement,19,Fail
2880,2880,2026-03-03,Missing Component,9,Pass
2881,2881,2026-03-04,Overheating,26,Fail
2882,2882,2026-03-04,Overheating,20,Fail
2883,2883,2026-03-04,Component Misplacement,21,Fail
2884,2884,2026-03-04,Overheating,14,Pass
2885,2885,2026-03-04,Component Misplacement,11,Pass
2886,2886,2026-03-04,Missing Component,3,Pass
2887,2887,2026-03-04,Overheating,13,Pass
2888,2888,2026-03-04,Overheating,10,Pass
2889,2889,2026-03-04,Overheating,10,Pass
2890,2890,2026-03-04,PCB Damage,13,Pass
2891,2891,2026-03-04,Missing Component,8,Pass
2892,2892,2026-03-04,PCB Damage,10,Pass
2893,2893,2026-03-04,Overheating,17,Fail
2894,2894,2026-03-04,Overheating,3,Pass
2895,2895,2026-03-04,Component Misplacement,7,Pass
2896,2896,2026-03-05,PCB Damage,21,Fail
2897,2897,2026-03-05,Overheating,4,Pass
2898,2898,2026-03-05,Missing Component,21,Fail
2899,2899,2026-03-05,Missing Component,21,Fail
2900,2900,2026-03-05,Overheating,17,Fail
2901,2901,2026-03-05,Solder Defect,6,Pass
2902,2902,2026-03-05,PCB Damage,5,Pass
2903,2903,2026-03-05,Overheating,15,Fail
2904,2904,2026-03-05,Overheating,6,Pass
2905,2905,2026-03-05,PCB Damage,9,Pass
2906,2906,2026-03-05,Solder Defect,5,Pass
2907,2907,2026-03-05,PCB Damage,15,Fail
2908,2908,2026-03-05,Missing Component,17,Fail
2909,2909,2026-03-05,Component Misplacement,15,Fail
2910,2910,2026-03-05,Component Misplacement,23,Fail
2911,2911,2026-03-06,PCB Damage,4,Pass
2912,2912,2026-03-06,Component Misplacement,16,Fail
2913,2913,2026-03-06,Component Misplacement,11,Pass
2914,2914,2026-03-06,Solder Defect,14,Pass
2915,2915,2026-03-06,Solder Defect,11,Pass
2916,2916,2026-03-06,PCB Damage,7,Pass
2917,2917,2026-03-06,Missing Component,14,Pass
2918,2918,2026-03-06,Overheating,9,Pass
2919,2919,2026-03-06,PCB Damage,19,Fail
2920,2920,2026-03-06,PCB Damage,18,Fail
2921,2921,2026-03-06,PCB Damage,4,Pass
2922,2922,2026-03-06,PCB Damage,8,Pass
2923,2923,2026-03-06,Overheating,14,Pass
2924,2924,2026-03-06,Overheating,15,Fail
2925,2925,2026-03-06,Solder Defect,15,Fail
2926,2926,2026-03-07,Overheating,1,Pass
2927,2927,2026-03-07,Component Misplacement,13,Pass
2928,2928,2026-03-07,Overheating,10,Pass
2929,2929,2026-03-07,PCB Damage,22,Fail
2930,2930,2026-03-07,Component Misplacement,18,Fail
2931,2931,2026-03-07,Solder Defect,9,Pass
2932,2932,2026-03-07,Overheating,5,Pass
2933,2933,2026-03-07,Component Misplacement,6,Pass
2934,2934,2026-03-07,Solder Defect,10,Pass
2935,2935,2026-03-07,PCB Damage,7,Pass
2936,2936,2026-03-07,Component Misplacement,11,Pass
2937,2937,2026-03-07,Missing Component,5,Pass
2938,2938,2026-03-07,Overheating,9,Pass
2939,2939,2026-03-07,Overheating,15,Fail
2940,2940,2026-03-07,Missing Component,12,Pass
2941,2941,2026-03-08,Component Misplacement,15,Fail
2942,2942,2026-03-08,Solder Defect,3,Pass
2943,2943,2026-03-08,Component Misplacement,13,Pass
2944,2944,2026-03-08,Component Misplacement,9,Pass
2945,2945,2026-03-08,Solder Defect,6,Pass
2946,2946,2026-03-08,Component Misplacement,3,Pass
2947,2947,2026-03-08,PCB Damage,5,Pass
2948,2948,2026-03-08,Solder Defect,11,Pass
2949,2949,2026-03-08,Component Misplacement,3,Pass
2950,2950,2026-03-08,Component Misplacement,13,Pass
2951,2951,2026-03-08,PCB Damage,22,Fail
2952,2952,2026-03-08,Overheating,3,Pass
2953,2953,2026-03-08,Solder Defect,8,Pass
2954,2954,2026-03-08,PCB Damage,10,Pass
2955,2955,2026-03-08,Overheating,15,Fail
2956,2956,2026-03-09,Component Misplacement,9,Pass
2957,2957,2026-03-09,PCB Damage,22,Fail
2958,2958,2026-03-09,Solder Defect,19,Fail
2959,2959,2026-03-09,Solder Defect,14,Pass
2960,2960,2026-03-09,PCB Damage,20,Fail
2961,2961,2026-03-09,Solder Defect,8,Pass
2962,2962,2026-03-09,Solder Defect,7,Pass
2963,2963,2026-03-09,Solder Defect,2,Pass
2964,2964,2026-03-09,Solder Defect,21,Fail
2965,2965,2026-03-09,Overheating,9,Pass
2966,2966,2026-03-09,Missing Component,5,Pass
2967,2967,2026-03-09,Overheating,3,Pass
2968,2968,2026-03-09,PCB Damage,7,Pass
2969,2969,2026-03-09,Component Misplacement,8,Pass
2970,2970,2026-03-09,Missing Component,17,Fail
2971,2971,2026-03-10,Solder Defect,6,Pass
2972,2972,2026-03-10,Missing Component,14,Pass
2973,2973,2026-03-10,Component Misplacement,7,Pass
2974,2974,2026-03-10,Missing Component,4,Pass
2975,2975,2026-03-10,Overheating,11,Pass
2976,2976,2026-03-10,Solder Defect,9,Pass
2977,2977,2026-03-10,Missing Component,10,Pass
2978,2978,2026-03-10,Missing Component,4,Pass
2979,2979,2026-03-10,Missing Component,11,Pass
2980,2980,2026-03-10,Overheating,2,Pass
2981,2981,2026-03-10,Component Misplacement,12,Pass
2982,2982,2026-03-10,Overheating,25,Fail
2983,2983,2026-03-10,Component Misplacement,12,Pass
2984,2984,2026-03-10,Solder Defect,12,Pass
2985,2985,2026-03-10,Solder Defect,14,Pass
2986,2986,2026-03-11,Solder Defect,12,Pass
2987,2987,2026-03-11,Solder Defect,7,Pass
2988,2988,2026-03-11,Missing Component,12,Pass
2989,2989,2026-03-11,Overheating,15,Fail
2990,2990,2026-03-11,Solder Defect,17,Fail
2991,2991,2026-03-11,Missing Component,20,Fail
2992,2992,2026-03-11,Overheating,17,Fail
2993,2993,2026-03-11,Overheating,3,Pass
2994,2994,2026-03-11,Component Misplacement,7,Pass
2995,2995,2026-03-11,Component Misplacement,16,Fail
2996,2996,2026-03-11,PCB Damage,4,Pass
2997,2997,2026-03-11,Component Misplacement,16,Fail
2998,2998,2026-03-11,Component Misplacement,3,Pass
2999,2999,2026-03-11,Overheating,13,Pass
3000,3000,2026-03-11,Solder Defect,20,Fail
3001,3001,2026-03-12,Overheating,13,Pass
3002,3002,2026-03-12,Missing Component,5,Pass
3003,3003,2026-03-12,PCB Damage,25,Fail
3004,3004,2026-03-12,PCB Damage,1,Pass
3005,3005,2026-03-12,Overheating,8,Pass
3006,3006,2026-03-12,Missing Component,25,Fail
3007,3007,2026-03-12,Component Misplacement,16,Fail
3008,3008,2026-03-12,Overheating,6,Pass
3009,3009,2026-03-12,Overheating,9,Pass
3010,3010,2026-03-12,PCB Damage,4,Pass
3011,3011,2026-03-12,PCB Damage,21,Fail
3012,3012,2026-03-12,Solder Defect,10,Pass
3013,3013,2026-03-12,Overheating,7,Pass
3014,3014,2026-03-12,PCB Damage,9,Pass
3015,3015,2026-03-12,Solder Defect,3,Pass
3016,3016,2026-03-13,Missing Component,11,Pass
3017,3017,2026-03-13,Component Misplacement,5,Pass
3018,3018,2026-03-13,PCB Damage,7,Pass
3019,3019,2026-03-13,Solder Defect,25,Fail
3020,3020,2026-03-13,PCB Damage,4,Pass
3021,3021,2026-03-13,Missing Component,8,Pass
3022,3022,2026-03-13,Solder Defect,5,Pass
3023,3023,2026-03-13,Solder Defect,22,Fail
3024,3024,2026-03-13,Component Misplacement,12,Pass
3025,3025,2026-03-13,Missing Component,22,Fail
3026,3026,2026-03-13,Overheating,8,Pass
3027,3027,2026-03-13,Overheating,15,Fail
3028,3028,2026-03-13,PCB Damage,6,Pass
3029,3029,2026-03-13,Solder Defect,4,Pass
3030,3030,2026-03-13,Missing Component,10,Pass
3031,3031,2026-03-14,Component Misplacement,12,Pass
3032,3032,2026-03-14,Solder Defect,9,Pass
3033,3033,2026-03-14,Component Misplacement,6,Pass
3034,3034,2026-03-14,Solder Defect,11,Pass
3035,3035,2026-03-14,Solder Defect,4,Pass
3036,3036,2026-03-14,Solder Defect,18,Fail
3037,3037,2026-03-14,Overheating,5,Pass
3038,3038,2026-03-14,Missing Component,9,Pass
3039,3039,2026-03-14,Component Misplacement,2,Pass
3040,3040,2026-03-14,Overheating,8,Pass
3041,3041,2026-03-14,Component Misplacement,19,Fail
3042,3042,2026-03-14,Solder Defect,6,Pass
3043,3043,2026-03-14,PCB Damage,24,Fail
3044,3044,2026-03-14,Solder Defect,5,Pass
3045,3045,2026-03-14,Component Misplacement,3,Pass
3046,3046,2026-03-15,PCB Damage,20,Fail
3047,3047,2026-03-15,Missing Component,10,Pass
3048,3048,2026-03-15,PCB Damage,3,Pass
3049,3049,2026-03-15,Overheating,1,Pass
3050,3050,2026-03-15,Overheating,11,Pass
3051,3051,2026-03-15,PCB Damage,17,Fail
3052,3052,2026-03-15,Missing Component,10,Pass
3053,3053,2026-03-15,PCB Damage,5,Pass
3054,3054,2026-03-15,Solder Defect,7,Pass
3055,3055,2026-03-15,Overheating,9,Pass
3056,3056,2026-03-15,PCB Damage,2,Pass
3057,3057,2026-03-15,Solder Defect,15,Fail
3058,3058,2026-03-15,Solder Defect,7,Pass
3059,3059,2026-03-15,PCB Damage,9,Pass
3060,3060,2026-03-15,Solder Defect,4,Pass
3061,3061,2026-03-16,Missing Component,10,Pass
3062,3062,2026-03-16,Missing Component,16,Fail
3063,3063,2026-03-16,PCB Damage,3,Pass
3064,3064,2026-03-16,Missing Component,11,Pass
3065,3065,2026-03-16,PCB Damage,12,Pass
3066,3066,2026-03-16,PCB Damage,6,Pass
3067,3067,2026-03-16,Component Misplacement,16,Fail
3068,3068,2026-03-16,Overheating,1,Pass
3069,3069,2026-03-16,Component Misplacement,3,Pass
3070,3070,2026-03-16,Component Misplacement,3,Pass
3071,3071,2026-03-16,Missing Component,4,Pass
3072,3072,2026-03-16,Solder Defect,3,Pass
3073,3073,2026-03-16,Solder Defect,22,Fail
3074,3074,2026-03-16,PCB Damage,12,Pass
3075,3075,2026-03-16,Component Misplacement,3,Pass
3076,3076,2026-03-17,Overheating,8,Pass
3077,3077,2026-03-17,PCB Damage,5,Pass
3078,3078,2026-03-17,Missing Component,12,Pass
3079,3079,2026-03-17,Missing Component,19,Fail
3080,3080,2026-03-17,Missing Component,2,Pass
3081,3081,2026-03-17,Overheating,17,Fail
3082,3082,2026-03-17,PCB Damage,2,Pass
3083,3083,2026-03-17,Solder Defect,11,Pass
3084,3084,2026-03-17,Solder Defect,11,Pass
3085,3085,2026-03-17,Overheating,10,Pass
3086,3086,2026-03-17,Solder Defect,5,Pass
3087,3087,2026-03-17,Solder Defect,7,Pass
3088,3088,2026-03-17,Component Misplacement,21,Fail
3089,3089,2026-03-17,Component Misplacement,18,Fail
3090,3090,2026-03-17,Component Misplacement,16,Fail
3091,3091,2026-03-18,Overheating,8,Pass
3092,3092,2026-03-18,Solder Defect,20,Fail
3093,3093,2026-03-18,Missing Component,26,Fail
3094,3094,2026-03-18,Component Misplacement,3,Pass
3095,3095,2026-03-18,Overheating,5,Pass
3096,3096,2026-03-18,Missing Component,2,Pass
3097,3097,2026-03-18,Overheating,9,Pass
3098,3098,2026-03-18,Overheating,17,Fail
3099,3099,2026-03-18,Solder Defect,9,Pass
3100,3100,2026-03-18,PCB Damage,9,Pass
3101,3101,2026-03-18,Component Misplacement,7,Pass
3102,3102,2026-03-18,PCB Damage,5,Pass
3103,3103,2026-03-18,Missing Component,17,Fail
3104,3104,2026-03-18,PCB Damage,10,Pass
3105,3105,2026-03-18,Component Misplacement,3,Pass
3106,3106,2026-03-19,Overheating,10,Pass
3107,3107,2026-03-19,PCB Damage,8,Pass
3108,3108,2026-03-19,Component Misplacement,16,Fail
3109,3109,2026-03-19,Overheating,13,Pass
3110,3110,2026-03-19,PCB Damage,9,Pass
3111,3111,2026-03-19,Component Misplacement,10,Pass
3112,3112,2026-03-19,Missing Component,13,Pass
3113,3113,2026-03-19,Solder Defect,9,Pass
3114,3114,2026-03-19,Missing Component,11,Pass
3115,3115,2026-03-19,Solder Defect,9,Pass
3116,3116,2026-03-19,Component Misplacement,16,Fail
3117,3117,2026-03-19,Overheating,7,Pass
3118,3118,2026-03-19,Overheating,11,Pass
3119,3119,2026-03-19,Component Misplacement,8,Pass
3120,3120,2026-03-19,PCB Damage,16,Fail
3121,3121,2026-03-20,Missing Component,8,Pass
3122,3122,2026-03-20,Overheating,21,Fail
3123,3123,2026-03-20,PCB Damage,6,Pass
3124,3124,2026-03-20,Component Misplacement,21,Fail
3125,3125,2026-03-20,Solder Defect,14,Pass
3126,3126,2026-03-20,Missing Component,17,Fail
3127,3127,2026-03-20,Solder Defect,3,Pass
3128,3128,2026-03-20,Missing Component,20,Fail
3129,3129,2026-03-20,Component Misplacement,8,Pass
3130,3130,2026-03-20,Solder Defect,6,Pass
3131,3131,2026-03-20,Component Misplacement,10,Pass
3132,3132,2026-03-20,Overheating,22,Fail
3133,3133,2026-03-20,Solder Defect,12,Pass
3134,3134,2026-03-20,Overheating,14,Pass
3135,3135,2026-03-20,Overheating,14,Pass
3136,3136,2026-03-21,Component Misplacement,7,Pass
3137,3137,2026-03-21,Overheating,19,Fail
3138,3138,2026-03-21,Solder Defect,3,Pass
3139,3139,2026-03-21,PCB Damage,14,Pass
3140,3140,2026-03-21,Overheating,10,Pass
3141,3141,2026-03-21,Overheating,9,Pass
3142,3142,2026-03-21,Missing Component,3,Pass
3143,3143,2026-03-21,PCB Damage,13,Pass
3144,3144,2026-03-21,Missing Component,18,Fail
3145,3145,2026-03-21,PCB Damage,20,Fail
3146,3146,2026-03-21,Component Misplacement,18,Fail
3147,3147,2026-03-21,Solder Defect,2,Pass
3148,3148,2026-03-21,Missing Component,11,Pass
3149,3149,2026-03-21,Component Misplacement,7,Pass
3150,3150,2026-03-21,Missing Component,6,Pass
3151,3151,2026-03-22,Missing Component,6,Pass
3152,3152,2026-03-22,Missing Component,3,Pass
3153,3153,2026-03-22,Component Misplacement,15,Fail
3154,3154,2026-03-22,Solder Defect,19,Fail
3155,3155,2026-03-22,Missing Component,10,Pass
3156,3156,2026-03-22,PCB Damage,14,Pass
3157,3157,2026-03-22,Overheating,10,Pass
3158,3158,2026-03-22,Missing Component,4,Pass
3159,3159,2026-03-22,Missing Component,8,Pass
3160,3160,2026-03-22,Overheating,13,Pass
3161,3161,2026-03-22,Overheating,2,Pass
3162,3162,2026-03-22,Solder Defect,4,Pass
3163,3163,2026-03-22,Component Misplacement,4,Pass
3164,3164,2026-03-22,Overheating,2,Pass
3165,3165,2026-03-22,Overheating,19,Fail
3166,3166,2026-03-23,PCB Damage,14,Pass
3167,3167,2026-03-23,Overheating,9,Pass
3168,3168,2026-03-23,PCB Damage,15,Fail
3169,3169,2026-03-23,PCB Damage,22,Fail
3170,3170,2026-03-23,Component Misplacement,7,Pass
3171,3171,2026-03-23,Missing Component,8,Pass
3172,3172,2026-03-23,Solder Defect,11,Pass
3173,3173,2026-03-23,Solder Defect,3,Pass
3174,3174,2026-03-23,PCB Damage,21,Fail
3175,3175,2026-03-23,PCB Damage,16,Fail
3176,3176,2026-03-23,Component Misplacement,3,Pass
3177,3177,2026-03-23,Overheating,27,Fail
3178,3178,2026-03-23,Missing Component,19,Fail
3179,3179,2026-03-23,PCB Damage,17,Fail
3180,3180,2026-03-23,Solder Defect,4,Pass
3181,3181,2026-03-24,Solder Defect,12,Pass
3182,3182,2026-03-24,Missing Component,9,Pass
3183,3183,2026-03-24,Missing Component,11,Pass
3184,3184,2026-03-24,Solder Defect,15,Fail
3185,3185,2026-03-24,Component Misplacement,25,Fail
3186,3186,2026-03-24,PCB Damage,17,Fail
3187,3187,2026-03-24,Component Misplacement,5,Pass
3188,3188,2026-03-24,Component Misplacement,9,Pass
3189,3189,2026-03-24,Overheating,11,Pass
3190,3190,2026-03-24,Solder Defect,13,Pass
3191,3191,2026-03-24,Solder Defect,20,Fail
3192,3192,2026-03-24,PCB Damage,2,Pass
3193,3193,2026-03-24,Component Misplacement,7,Pass
3194,3194,2026-03-24,Overheating,6,Pass
3195,3195,2026-03-24,Overheating,13,Pass
3196,3196,2026-03-25,PCB Damage,16,Fail
3197,3197,2026-03-25,Component Misplacement,27,Fail
3198,3198,2026-03-25,Component Misplacement,14,Pass
3199,3199,2026-03-25,Missing Component,5,Pass
3200,3200,2026-03-25,Missing Component,8,Pass
3201,3201,2026-03-25,PCB Damage,3,Pass
3202,3202,2026-03-25,PCB Damage,19,Fail
3203,3203,2026-03-25,Component Misplacement,8,Pass
3204,3204,2026-03-25,Component Misplacement,7,Pass
3205,3205,2026-03-25,Component Misplacement,15,Fail
3206,3206,2026-03-25,Missing Component,7,Pass
3207,3207,2026-03-25,PCB Damage,5,Pass
3208,3208,2026-03-25,Overheating,17,Fail
3209,3209,2026-03-25,Component Misplacement,8,Pass
3210,3210,2026-03-25,Overheating,2,Pass
3211,3211,2026-03-26,Overheating,10,Pass
3212,3212,2026-03-26,PCB Damage,16,Fail
3213,3213,2026-03-26,Missing Component,9,Pass
3214,3214,2026-03-26,Missing Component,15,Fail
3215,3215,2026-03-26,Component Misplacement,14,Pass
3216,3216,2026-03-26,Solder Defect,19,Fail
3217,3217,2026-03-26,Overheating,17,Fail
3218,3218,2026-03-26,Solder Defect,23,Fail
3219,3219,2026-03-26,PCB Damage,2,Pass
3220,3220,2026-03-26,Solder Defect,13,Pass
3221,3221,2026-03-26,Component Misplacement,6,Pass
3222,3222,2026-03-26,Solder Defect,6,Pass
3223,3223,2026-03-26,PCB Damage,18,Fail
3224,3224,2026-03-26,Component Misplacement,6,Pass
3225,3225,2026-03-26,Component Misplacement,4,Pass
3226,3226,2026-03-27,PCB Damage,4,Pass
3227,3227,2026-03-27,Component Misplacement,5,Pass
3228,3228,2026-03-27,Missing Component,22,Fail
3229,3229,2026-03-27,Overheating,7,Pass
3230,3230,2026-03-27,PCB Damage,12,Pass
3231,3231,2026-03-27,Solder Defect,4,Pass
3232,3232,2026-03-27,Solder Defect,5,Pass
3233,3233,2026-03-27,Solder Defect,9,Pass
3234,3234,2026-03-27,Solder Defect,5,Pass
3235,3235,2026-03-27,Missing Component,12,Pass
3236,3236,2026-03-27,Missing Component,1,Pass
3237,3237,2026-03-27,Component Misplacement,6,Pass
3238,3238,2026-03-27,Solder Defect,5,Pass
3239,3239,2026-03-27,Overheating,15,Fail
3240,3240,2026-03-27,Overheating,2,Pass
3241,3241,2026-03-28,PCB Damage,6,Pass
3242,3242,2026-03-28,Solder Defect,9,Pass
3243,3243,2026-03-28,PCB Damage,25,Fail
3244,3244,2026-03-28,Missing Component,19,Fail
3245,3245,2026-03-28,Missing Component,4,Pass
3246,3246,2026-03-28,Component Misplacement,12,Pass
3247,3247,2026-03-28,Solder Defect,8,Pass
3248,3248,2026-03-28,Component Misplacement,9,Pass
3249,3249,2026-03-28,PCB Damage,5,Pass
3250,3250,2026-03-28,Missing Component,20,Fail
3251,3251,2026-03-28,Component Misplacement,13,Pass
3252,3252,2026-03-28,Overheating,4,Pass
3253,3253,2026-03-28,Missing Component,5,Pass
3254,3254,2026-03-28,Component Misplacement,11,Pass
3255,3255,2026-03-28,Overheating,8,Pass
3256,3256,2026-03-29,PCB Damage,18,Fail
3257,3257,2026-03-29,Solder Defect,10,Pass
3258,3258,2026-03-29,Component Misplacement,18,Fail
3259,3259,2026-03-29,Component Misplacement,6,Pass
3260,3260,2026-03-29,Overheating,14,Pass
3261,3261,2026-03-29,PCB Damage,24,Fail
3262,3262,2026-03-29,Overheating,11,Pass
3263,3263,2026-03-29,Component Misplacement,2,Pass
3264,3264,2026-03-29,Component Misplacement,4,Pass
3265,3265,2026-03-29,Missing Component,12,Pass
3266,3266,2026-03-29,Component Misplacement,6,Pass
3267,3267,2026-03-29,Component Misplacement,12,Pass
3268,3268,2026-03-29,Overheating,6,Pass
3269,3269,2026-03-29,Solder Defect,15,Fail
3270,3270,2026-03-29,Missing Component,23,Fail
3271,3271,2026-03-30,Missing Component,15,Fail
3272,3272,2026-03-30,Solder Defect,13,Pass
3273,3273,2026-03-30,Overheating,18,Fail
3274,3274,2026-03-30,Missing Component,14,Pass
3275,3275,2026-03-30,Solder Defect,17,Fail
3276,3276,2026-03-30,Overheating,6,Pass
3277,3277,2026-03-30,Overheating,13,Pass
3278,3278,2026-03-30,Component Misplacement,6,Pass
